"Feature","Coefficient","Average level","T_statistic","P_value","Adjusted p_value","Associated proportions","Gene_ID","Description","sig","negLogPval"
"CYP2E1",-15.9,-1.87,-1.29,0.206,0.486,"None","1571","cytochrome P450 family 2 subfamily E member 1","NS",0.686132779630847
"HAND2",11.8,-0.598,1.26,0.21,0.486,"Non-endocrine","9464","heart and neural crest derivatives expressed 2","NS",0.677780705266081
"ONECUT1",13.6,-2.54,1.25,0.216,0.486,"Non-endocrine","3175","one cut homeobox 1","NS",0.665546248849069
"KCNK1",11.2,0.189,1.25,0.216,0.486,"None","3775","potassium two pore domain channel subfamily K member 1","NS",0.665546248849069
"KIT",-24.9,-2.34,-1.25,0.218,0.486,"None","3815","KIT proto-oncogene, receptor tyrosine kinase","NS",0.661543506395395
"SLC30A8",-8.49,3.37,-1.22,0.227,0.498,"None","169026","solute carrier family 30 member 8","NS",0.643974142806877
"GIPR",-7.3,0.732,-1.19,0.238,0.513,"None","2696","gastric inhibitory polypeptide receptor","NS",0.623423042943488
"AHR",12.9,1.11,1.19,0.242,0.513,"None","196","aryl hydrocarbon receptor","NS",0.616184634019569
"ARX",-9.83,0.719,-1.17,0.244,0.513,"None","170302","aristaless related homeobox","NS",0.612610173661271
"CDH2",-9.23,-0.868,-1.17,0.246,0.513,"None","1000","cadherin 2","NS",0.609064892896621
"KDR",-15.2,-0.546,-1.15,0.257,0.527,"None","3791","kinase insert domain receptor","NS",0.590066876668705
"RBBP5",-5.21,0.16,-1.09,0.277,0.561,"None","5929","RB binding protein 5, histone lysine methyltransferase complex subunit","NS",0.557520230935551
"POLR2A",4.22,1.74,1.06,0.29,0.58,"None","5430","RNA polymerase II subunit A","NS",0.537602002101044
"FOXA1",13,-2.12,1.05,0.297,0.581,"None","3169","forkhead box A1","NS",0.527243550682788
"GAST",-10.3,-1.93,-1.04,0.301,0.581,"None","2520","gastrin","NS",0.521433504406157
"UCP2",-6.8,-0.444,-1.03,0.305,0.581,"None","7351","uncoupling protein 2","NS",0.515700160653214
"IGF2",-19.8,0.633,-1.04,0.306,0.581,"None","3481","insulin like growth factor 2","NS",0.51427857351842
"HK1",7.84,-1.27,1.02,0.31,0.583,"Non-endocrine","3098","hexokinase 1","NS",0.508638306165727
"BHLHA15",11.4,-0.437,1.01,0.314,0.584,"Non-endocrine","168620","basic helix-loop-helix family member a15","NS",0.503070351926785
"FOXO1",-3.83,1.85,-1,0.32,0.587,"--","2308","forkhead box O1","NS",0.494850021680094
"HIF1A",5.67,2.78,0.962,0.339,0.609,"None","3091","hypoxia inducible factor 1 subunit alpha","NS",0.469800301796918
"HNF1B",6.59,-0.196,0.959,0.34,0.609,"None","6928","HNF1 homeobox B","NS",0.468521082957745
"KMT2C",4.08,1.47,0.928,0.356,0.629,"None","58508","lysine methyltransferase 2C","NS",0.448550002027125
"CHGB",-7.37,6.43,-0.922,0.359,0.629,"None","1114","chromogranin B","NS",0.444905551421681
"KMT2A",-8.41,1.15,-0.908,0.368,0.637,"None","4297","lysine methyltransferase 2A","NS",0.434152181326482
"ISL1",-9.5,-0.0127,-0.893,0.374,0.641,"None","3670","ISL LIM homeobox 1","NS",0.42712839779952
"SLC16A1",7.03,-1.92,0.861,0.391,0.66,"None","6566","solute carrier family 16 member 1","NS",0.407823242604133
"ZFP42",-7.21,-1.64,-0.857,0.393,0.66,"None","132625","ZFP42 zinc finger protein","NS",0.405607449624573
"SIX3",-7.31,-1.92,-0.843,0.402,0.664,"None","6496","SIX homeobox 3","NS",0.39577394691553
"DPPA4",-13.1,-4.6,-0.84,0.404,0.664,"--","55211","developmental pluripotency associated 4","NS",0.393618634889395
"VEGFA",7.11,2.91,0.794,0.432,0.678,"--","7422","vascular endothelial growth factor A","NS",0.364516253185088
"RYR2",-13,-1.87,-0.792,0.433,0.678,"None","6262","ryanodine receptor 2","NS",0.363512103646635
"IGF1R",7.83,1.02,0.792,0.434,0.678,"None","3480","insulin like growth factor 1 receptor","NS",0.362510270487489
"PDGFRA",7.99,-0.822,0.784,0.435,0.678,"None","5156","platelet derived growth factor receptor alpha","NS",0.361510743045363
"HNF4A",-4.1,-0.564,-0.782,0.436,0.678,"None","3172","hepatocyte nuclear factor 4 alpha","NS",0.360513510731414
"DDIT3",-6.81,3.47,-0.783,0.439,0.678,"None","1649","DNA damage inducible transcript 3","NS",0.357535479757879
"RBPJL",10.9,-1.05,0.767,0.445,0.681,"Non-endocrine","11317","recombination signal binding protein for immunoglobulin kappa J region like","NS",0.351639989019068
"HNF1A",7.21,-2.21,0.757,0.451,0.683,"None","6927","HNF1 homeobox A","NS",0.345823458122039
"FOXE1",7.41,-2.51,0.727,0.469,0.699,"None","2304","forkhead box E1","NS",0.328827157284917
"AFP",-8.04,-3.04,-0.725,0.47,0.699,"None","174","alpha fetoprotein","NS",0.327902142064283
"PROX1",3.08,0.679,0.707,0.481,0.702,"None","5629","prospero homeobox 1","NS",0.317854923626168
"B2M",4.44,6.5,0.686,0.494,0.714,"None","567","beta-2-microglobulin","NS",0.306273051076353
"IGF2R",6.64,-0.33,0.675,0.504,0.722,"None","3482","insulin like growth factor 2 receptor","NS",0.297569463554475
"GCG",-5.71,9.95,-0.662,0.51,0.723,"None","2641","glucagon","NS",0.292429823902064
"AMY2A",16.6,6.05,0.647,0.519,0.73,"None","279","amylase alpha 2A","NS",0.284832642151542
"GHRL",-9.77,1.5,-0.634,0.528,0.735,"None","51738","ghrelin and obestatin prepropeptide","NS",0.277366077466188
"OTX2",8.05,-2.39,0.624,0.534,0.737,"--","5015","orthodenticle homeobox 2","NS",0.272458742971444
"POU3F4",5.59,-3.15,0.586,0.559,0.765,"--","5456","POU class 3 homeobox 4","NS",0.252588192113577
"DPY30",3.36,1.61,0.572,0.569,0.769,"None","84661","dpy-30 histone methyltransferase complex regulatory subunit","NS",0.244887733604929
"OSR1",-6.25,-3.09,-0.567,0.572,0.769,"None","130497","odd-skipped related transcription factor 1","NS",0.242603971206976
"KMT2B",-4.05,-0.25,-0.547,0.586,0.77,"None","9757","lysine methyltransferase 2B","NS",0.232102383981909
"CDX2",4.71,-2.18,0.544,0.587,0.77,"Non-endocrine","1045","caudal type homeobox 2","NS",0.231361898752386
"CACNA1D",-3.35,1.14,-0.545,0.587,0.77,"None","776","calcium voltage-gated channel subunit alpha1 D","NS",0.231361898752386
"IGF1",-10.3,-2,-0.541,0.592,0.77,"None","3479","insulin like growth factor 1","NS",0.22767829327708
"PCSK2",-3.2,3.94,-0.497,0.62,0.799,"None","5126","proprotein convertase subtilisin/kexin type 2","NS",0.207608310501746
"FGF4",-5.58,-2.59,-0.486,0.628,0.803,"--","2249","fibroblast growth factor 4","NS",0.202040356262804
"MED15",2.31,0.0368,0.384,0.702,0.886,"None","51586","mediator complex subunit 15","NS",0.153662887870195
"NEUROG3",-4.19,-2.67,-0.38,0.704,0.886,"None","50674","neurogenin 3","NS",0.152427340857888
"SOX17",-2.18,-1.07,-0.363,0.717,0.888,"None","64321","SRY-box transcription factor 17","NS",0.1444808443322
"ZIC1",-3.38,-3.51,-0.363,0.717,0.888,"--","7545","Zic family member 1","NS",0.1444808443322
"ITPR1",-3.76,-0.493,-0.354,0.725,0.891,"None","3708","inositol 1,4,5-trisphosphate receptor type 1","NS",0.139661993429006
"RBPJ",2.3,0.373,0.307,0.76,0.921,"None","3516","recombination signal binding protein for immunoglobulin kappa J region","NS",0.119186407719209
"ITPR3",-2.95,0.785,-0.302,0.765,0.921,"None","3710","inositol 1,4,5-trisphosphate receptor type 3","NS",0.116338564846382
"SOX2",-3.07,-2.36,-0.287,0.775,0.921,"None","6657","SRY-box transcription factor 2","NS",0.11069829749369
"FGF2",-3.26,-0.865,-0.281,0.779,0.921,"None","2247","fibroblast growth factor 2","NS",0.108462542327436
"ASH2L",-1.34,0.191,-0.281,0.779,0.921,"--","9070","ASH2 like, histone lysine methyltransferase complex subunit","NS",0.108462542327436
"CYP3A4",-4.21,-3.3,-0.202,0.841,0.986,"None","1576","cytochrome P450 family 3 subfamily A member 4","NS",0.0752040042020878
"HSPA5",-2.76,2.12,-0.185,0.854,0.987,"None","3309","heat shock protein family A (Hsp70) member 5","NS",0.0685421293109949
"LDB1",-0.86,1.09,-0.182,0.856,0.987,"--","8861","LIM domain binding 1","NS",0.0675262353228468
"MEOX1",-1.9,-2.36,-0.177,0.86,0.987,"None","4222","mesenchyme homeobox 1","NS",0.0655015487564323
"CXCR4",-1.73,-2.37,-0.157,0.876,0.99,"None","7852","C-X-C motif chemokine receptor 4","NS",0.0574958938319193
"PDX1",-1.35,-0.497,-0.138,0.891,0.99,"None","3651","pancreatic and duodenal homeobox 1","NS",0.0501222959631252
"HK2",1.15,-0.992,0.13,0.897,0.99,"None","3099","hexokinase 2","NS",0.0472075569559079
"RFX6",-0.911,0.315,-0.123,0.903,0.99,"None","222546","regulatory factor X6","NS",0.0443122496864942
"EIF2A",-1.01,1.81,-0.114,0.91,0.99,"--","83939","eukaryotic translation initiation factor 2A","NS",0.0409586076789064
"KCNK3",0.579,0.258,0.106,0.916,0.99,"--","3777","potassium two pore domain channel subfamily K member 3","NS",0.0381045263321496
"ARNT",0.417,0.327,0.106,0.916,0.99,"None","405","aryl hydrocarbon receptor nuclear translocator","NS",0.0381045263321496
"WDR5",-0.323,0.0115,-0.0889,0.929,0.99,"--","11091","WD repeat domain 5","NS",0.0319842860063582
"GUSB",-0.463,0.615,-0.0896,0.929,0.99,"--","2990","glucuronidase beta","NS",0.0319842860063582
"KMT2D",-0.483,0.311,-0.0815,0.935,0.99,"None","8085","lysine methyltransferase 2D","NS",0.0291883891274822
"FABP2",-0.953,-2.93,-0.0782,0.938,0.99,"None","2169","fatty acid binding protein 2","NS",0.0277971616209356
"MIXL1",0.853,-3.28,0.0609,0.952,0.99,"None","83881","Mix paired-like homeobox","NS",0.0213630516155257
"FOXD3",-0.762,-2.21,-0.0597,0.953,0.99,"None","27022","forkhead box D3","NS",0.0209070993616736
"NR4A1",0.439,1.77,0.05,0.96,0.99,"None","3164","nuclear receptor subfamily 4 group A member 1","NS",0.0177287669604316
"FOXA2",-0.216,1.6,-0.0508,0.96,0.99,"--","3170","forkhead box A2","NS",0.0177287669604316
"PECAM1",-0.349,0.183,-0.0443,0.965,0.99,"None","5175","platelet and endothelial cell adhesion molecule 1","NS",0.0154726866562074
"HPRT1",-0.108,1.86,-0.0212,0.983,0.999,"--","3251","hypoxanthine phosphoribosyltransferase 1","NS",0.00744648216786438
"GATA2",-0.0328,-2.17,-0.00465,0.996,0.999,"Non-endocrine","2624","GATA binding protein 2","NS",0.00174066157630127
"GAPDH",0.0042,4.95,0.000738,0.999,0.999,"None","2597","glyceraldehyde-3-phosphate dehydrogenase","NS",0.000434511774017692
