"Feature","Coefficient","Average level","T_statistic","P_value","Adjusted p_value","Associated proportions","Gene_ID","Description","sig","negLogPval"
"ATP6AP2",-15.3,1.76,-5.17,8.22e-07,5.6e-05,"--","10159","ATPase H+ transporting accessory protein 2","down",6.08512818245995
"CD44",34.1,2.38,5.17,8.38e-07,5.63e-05,"None","960","CD44 molecule (Indian blood group)","up",6.07675598136972
"MAN1B1",-10.6,0.792,-5.16,8.48e-07,5.63e-05,"--","11253","mannosidase alpha class 1B member 1","down",6.07160414774329
"NIPSNAP3B",-12.8,-0.83,-5.16,8.58e-07,5.63e-05,"None","55335","nipsnap homolog 3B","down",6.06651271215129
"CTNNA1",10.2,3.39,5.16,8.63e-07,5.63e-05,"--","1495","catenin alpha 1","up",6.06398920428479
"B3GNT9",-18.9,-1.09,-5.15,8.98e-07,5.79e-05,"None","84752","UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 9","down",6.0467236633327
"MFN2",-9.18,1.29,-5.15,9.06e-07,5.79e-05,"--","9927","mitofusin 2","down",6.04287180232319
"VTI1B",-9.09,0.856,-5.15,9.21e-07,5.81e-05,"--","10490","vesicle transport through interaction with t-SNAREs 1B","down",6.03574036980315
"RIPK3",18.4,-1.04,5.14,9.27e-07,5.81e-05,"None","11035","receptor interacting serine/threonine kinase 3","up",6.0329202658555
"EML4",16.2,2.13,5.12,1.04e-06,6.46e-05,"--","27436","EMAP like 4","up",5.98296666070122
"CLUH",10.2,0.313,5.12,1.05e-06,6.46e-05,"None","23277","clustered mitochondria homolog","up",5.97881070093006
"CETN2",-15.9,-0.468,-5.11,1.08e-06,6.51e-05,"None","1069","centrin 2","down",5.96657624451305
"ERP27",65.9,1.39,5.11,1.1e-06,6.51e-05,"Non-endocrine","121506","endoplasmic reticulum protein 27","up",5.95860731484177
"NEDD4L",9.01,0.567,5.1,1.11e-06,6.51e-05,"None","23327","NEDD4 like E3 ubiquitin protein ligase","up",5.95467702121334
"NEGR1",-17.3,-0.331,-5.1,1.11e-06,6.51e-05,"None","257194","neuronal growth regulator 1","down",5.95467702121334
"FAM83H",26.6,-1.44,5.1,1.11e-06,6.51e-05,"None","286077","family with sequence similarity 83 member H","up",5.95467702121334
"SLC25A12",-13.1,3.68,-5.09,1.17e-06,6.74e-05,"--","8604","solute carrier family 25 member 12","down",5.93181413825384
"AKR1C2",44.7,-0.518,5.09,1.19e-06,6.74e-05,"None","1646","aldo-keto reductase family 1 member C2","up",5.92445303860747
"WFS1",-14.3,2.79,-5.09,1.19e-06,6.74e-05,"None","7466","wolframin ER transmembrane glycoprotein","down",5.92445303860747
"PRSS3",72.9,1.61,5.09,1.2e-06,6.74e-05,"Non-endocrine","5646","serine protease 3","up",5.92081875395237
"MPST",19.3,1.17,5.08,1.26e-06,7.03e-05,"Non-endocrine","4357","mercaptopyruvate sulfurtransferase","up",5.89962945488244
"TOMM22",-12.9,0.0328,-5.07,1.28e-06,7.08e-05,"--","56993","translocase of outer mitochondrial membrane 22","down",5.89279003035213
"SERINC1",-13.6,0.722,-5.07,1.3e-06,7.14e-05,"None","57515","serine incorporator 1","down",5.88605664769316
"SIL1",-13.1,2.3,-5.06,1.32e-06,7.18e-05,"None","64374","SIL1 nucleotide exchange factor","down",5.87942606879415
"GPD2",-11.8,3.09,-5.06,1.33e-06,7.18e-05,"--","2820","glycerol-3-phosphate dehydrogenase 2","down",5.87614835903291
"SLC25A4",-12.6,3.39,-5.06,1.36e-06,7.21e-05,"--","291","solute carrier family 25 member 4","down",5.86646109162978
"EPPK1",23.1,-0.303,5.05,1.38e-06,7.21e-05,"None","83481","epiplakin 1","up",5.86012091359876
"SEC24A",9.36,0.683,5.05,1.4e-06,7.21e-05,"None","10802","SEC24 homolog A, COPII coat complex component","up",5.85387196432176
"AOX1",24.6,0.878,5.05,1.4e-06,7.21e-05,"Non-endocrine","316","aldehyde oxidase 1","up",5.85387196432176
"ATP5IF1",-23.8,1.29,-5.05,1.4e-06,7.21e-05,"--","93974","ATP synthase inhibitory factor subunit 1","down",5.85387196432176
"IMPAD1",-10.6,1.88,-5.05,1.41e-06,7.21e-05,"None","54928","inositol monophosphatase domain containing 1","down",5.85078088734462
"PHGDH",41.2,2.57,5.03,1.52e-06,7.62e-05,"Non-endocrine","26227","phosphoglycerate dehydrogenase","up",5.81815641205523
"OTULINL",-17.8,2.25,-5.03,1.52e-06,7.62e-05,"None","54491","OTU deubiquitinase with linear linkage specificity like","down",5.81815641205523
"DTNA",11.2,-0.232,5.03,1.53e-06,7.62e-05,"None","1837","dystrobrevin alpha","up",5.8153085691824
"GNAS",-16,2.21,-5.03,1.54e-06,7.62e-05,"Endocrine","2778","GNAS complex locus","down",5.81247927916354
"MGST1",34.1,-0.744,5.03,1.57e-06,7.7e-05,"Non-endocrine","4257","microsomal glutathione S-transferase 1","up",5.80410034759077
"FAM210B",-13.4,-1.76,-5.02,1.62e-06,7.82e-05,"--","116151","family with sequence similarity 210 member B","down",5.79048498545737
"OGDHL",-13.4,1.11,-5.02,1.62e-06,7.82e-05,"None","55753","oxoglutarate dehydrogenase like","down",5.79048498545737
"CISD1",-13.5,2.23,-5.01,1.65e-06,7.9e-05,"--","55847","CDGSH iron sulfur domain 1","down",5.78251605578609
"DGKA",11.4,-1.16,5.01,1.66e-06,7.9e-05,"None","1606","diacylglycerol kinase alpha","up",5.77989191195995
"ASAP1",-10.7,0.391,-5.01,1.67e-06,7.9e-05,"None","50807","ArfGAP with SH3 domain, ankyrin repeat and PH domain 1","down",5.77728352885242
"SNTB1",34.6,0.531,5.01,1.69e-06,7.94e-05,"Non-endocrine","6641","syntrophin beta 1","up",5.77211329538633
"LAMTOR1",-11.2,1.34,-5,1.73e-06,8.05e-05,"--","55004","late endosomal/lysosomal adaptor, MAPK and MTOR activator 1","down",5.7619538968712
"CACNA2D1",-15.6,1.07,-5,1.78e-06,8.19e-05,"None","781","calcium voltage-gated channel auxiliary subunit alpha2delta 1","down",5.74957999769111
"NDUFA12",-9.97,1.92,-4.99,1.79e-06,8.21e-05,"--","55967","NADH:ubiquinone oxidoreductase subunit A12","down",5.74714696902011
"SLC25A44",-12.4,-1.11,-4.99,1.81e-06,8.22e-05,"--","9673","solute carrier family 25 member 44","down",5.74232142513082
"MT-ATP6",-16.3,2.85,-4.99,1.84e-06,8.29e-05,"None","4508","mitochondrially encoded ATP synthase 6","down",5.73518217699046
"MRPL1",-8.58,1.67,-4.98,1.87e-06,8.33e-05,"None","65008","mitochondrial ribosomal protein L1","down",5.7281583934635
"LAMTOR3",-15.6,1.53,-4.98,1.88e-06,8.33e-05,"--","8649","late endosomal/lysosomal adaptor, MAPK and MTOR activator 3","down",5.72584215073632
"SLC3A2",-15.4,3.41,-4.98,1.89e-06,8.33e-05,"None","6520","solute carrier family 3 member 2","down",5.72353819582676
"BCAT1",53.3,-0.335,4.98,1.9e-06,8.33e-05,"Non-endocrine","586","branched chain amino acid transaminase 1","up",5.72124639904717
"CD200",-22.6,0.391,-4.98,1.91e-06,8.33e-05,"None","4345","CD200 molecule","down",5.71896663275227
"CSTB",-18.2,4.11,-4.98,1.94e-06,8.37e-05,"--","1476","cystatin B","down",5.71219827006977
"KCNJ11",-12.7,-0.328,-4.97,1.99e-06,8.55e-05,"None","3767","potassium inwardly rectifying channel subfamily J member 11","down",5.70114692359029
"ATP6V1H",-13,2.7,-4.97,2.02e-06,8.62e-05,"None","51606","ATPase H+ transporting V1 subunit H","down",5.69464863055338
"SERPINB1",15.9,4.02,4.96,2.07e-06,8.78e-05,"Non-endocrine","1992","serpin family B member 1","up",5.68402965454308
"COX17",-20.4,2.13,-4.95,2.13e-06,8.96e-05,"None","10063","cytochrome c oxidase copper chaperone COX17","down",5.67162039656126
"NFS1",-9.34,0.524,-4.95,2.16e-06,9.02e-05,"--","9054","NFS1 cysteine desulfurase","down",5.66554624884907
"LRRC59",24.3,3.66,4.95,2.18e-06,9.03e-05,"None","55379","leucine rich repeat containing 59","up",5.66154350639539
"TERF2IP",-12.4,0.253,-4.95,2.2e-06,9.03e-05,"--","54386","TERF2 interacting protein","down",5.65757731917779
"NDUFB3",-10.5,1.97,-4.95,2.21e-06,9.03e-05,"None","4709","NADH:ubiquinone oxidoreductase subunit B3","down",5.65560772631489
"TBL2",18.5,1.22,4.95,2.22e-06,9.03e-05,"--","26608","transducin beta like 2","up",5.65364702554936
"DNAJA3",-8.74,1.16,-4.94,2.26e-06,9.13e-05,"None","9093","DnaJ heat shock protein family (Hsp40) member A3","down",5.6458915608526
"MLX",-12.8,-1.7,-4.94,2.28e-06,9.13e-05,"--","6945","MAX dimerization protein MLX","down",5.64206515299955
"TMEM97",47.6,1.86,4.94,2.31e-06,9.19e-05,"Non-endocrine","27346","transmembrane protein 97","up",5.63638802010786
"PLEKHA7",25.5,-0.987,4.94,2.32e-06,9.19e-05,"None","144100","pleckstrin homology domain containing A7","up",5.6345120151091
"PSAT1",39.4,1.35,4.93,2.34e-06,9.19e-05,"Non-endocrine","29968","phosphoserine aminotransferase 1","up",5.63078414258986
"GALK1",24,0.747,4.93,2.41e-06,9.41e-05,"Non-endocrine","2584","galactokinase 1","up",5.61798295742513
"GHITM",-10.7,2.95,-4.92,2.43e-06,9.45e-05,"--","27069","growth hormone inducible transmembrane protein","down",5.61439372640169
"PNLIP",72.9,3.17,4.92,2.48e-06,9.53e-05,"Non-endocrine","5406","pancreatic lipase","up",5.60554831917378
"TMEM11",-9.92,2.02,-4.92,2.49e-06,9.53e-05,"None","8834","transmembrane protein 11","down",5.60380065290426
"GATM",50,4.33,4.92,2.5e-06,9.53e-05,"Non-endocrine","2628","glycine amidinotransferase","up",5.60205999132796
"OPLAH",16,-0.0919,4.92,2.53e-06,9.53e-05,"Non-endocrine","26873","5-oxoprolinase, ATP-hydrolysing","up",5.59687947882418
"OLFM2",-20.1,0.316,-4.92,2.53e-06,9.53e-05,"Endocrine","93145","olfactomedin 2","down",5.59687947882418
"PTPRJ",-12.9,-0.00511,-4.9,2.66e-06,9.94e-05,"None","5795","protein tyrosine phosphatase receptor type J","down",5.57511836336893
"UGDH",22.3,4.57,4.9,2.69e-06,1e-04,"None","7358","UDP-glucose 6-dehydrogenase","up",5.57024771999759
"CELA3A",68.8,3.41,4.89,2.76e-06,0.000102,"Non-endocrine","10136","chymotrypsin like elastase 3A","up",5.55909091793478
"TTC9",12.9,-1.23,4.89,2.78e-06,0.000102,"None","23508","tetratricopeptide repeat domain 9","up",5.55595520408192
"MRPS2",-9.04,0.589,-4.88,2.96e-06,0.000108,"None","51116","mitochondrial ribosomal protein S2","down",5.52870828894106
"DSG2",17.7,1.62,4.88,2.98e-06,0.000108,"None","1829","desmoglein 2","up",5.52578373592374
"CNRIP1",-16.2,0.311,-4.87,3.04e-06,0.00011,"None","25927","cannabinoid receptor interacting protein 1","down",5.51712641639125
"SLC25A24",-10.4,3.13,-4.87,3.08e-06,0.00011,"--","29957","solute carrier family 25 member 24","down",5.51144928349956
"PBLD",23.9,1.08,4.87,3.11e-06,0.000111,"None","64081","phenazine biosynthesis like protein domain containing","up",5.50723961097316
"PIK3AP1",41.6,-1.33,4.87,3.13e-06,0.000111,"Non-endocrine","118788","phosphoinositide-3-kinase adaptor protein 1","up",5.50445566245355
"MTPN",-12.8,0.415,-4.86,3.17e-06,0.000112,"None","136319","myotrophin","down",5.49894073778225
"SLC29A1",-14.2,0.498,-4.86,3.18e-06,0.000112,"None","2030","solute carrier family 29 member 1 (Augustine blood group)","down",5.49757288001557
"CASC4",-11.4,2.44,-4.86,3.26e-06,0.000114,"--","113201","cancer susceptibility 4","down",5.48678239993206
"ATP6V1D",-12.8,2.7,-4.86,3.28e-06,0.000114,"None","51382","ATPase H+ transporting V1 subunit D","down",5.48412615628832
"PFN2",-14.7,5.12,-4.85,3.31e-06,0.000114,"Endocrine","5217","profilin 2","down",5.48017200622428
"MRPL41",-16.4,0.351,-4.85,3.31e-06,0.000114,"None","64975","mitochondrial ribosomal protein L41","down",5.48017200622428
"SELENOT",-9.04,0.902,-4.85,3.41e-06,0.000116,"--","51714","selenoprotein T","down",5.4672456210075
"SYT7",-14.2,1.93,-4.85,3.42e-06,0.000116,"None","9066","synaptotagmin 7","down",5.46597389394386
"TC2N",24.3,-0.962,4.83,3.69e-06,0.000124,"Non-endocrine","123036","tandem C2 domains, nuclear","up",5.43297363384094
"RAB11FIP1",11.4,2.6,4.83,3.7e-06,0.000124,"None","80223","RAB11 family interacting protein 1","up",5.43179827593301
"ANPEP",38.6,1.28,4.82,3.83e-06,0.000128,"Non-endocrine","290","alanyl aminopeptidase, membrane","up",5.41680122603138
"GAMT",18.7,1.18,4.81,3.92e-06,0.00013,"None","2593","guanidinoacetate N-methyltransferase","up",5.40671393297954
"GNPDA2",-11.9,1.73,-4.8,4.17e-06,0.000138,"--","132789","glucosamine-6-phosphate deaminase 2","down",5.37986394502624
"ERICH5",-14.4,0.312,-4.79,4.34e-06,0.000142,"None","203111","glutamate rich 5","down",5.36251027048749
"PHYHD1",30.2,-0.791,4.79,4.34e-06,0.000142,"Non-endocrine","254295","phytanoyl-CoA dioxygenase domain containing 1","up",5.36251027048749
"ATP5F1D",-14.8,3.58,-4.78,4.47e-06,0.000145,"None","513","ATP synthase F1 subunit delta","down",5.34969247686806
"FBP1",18.4,1.33,4.78,4.57e-06,0.000147,"None","2203","fructose-bisphosphatase 1","up",5.34008379993015
"NDUFA11",-11.4,2.22,-4.78,4.58e-06,0.000147,"None","126328","NADH:ubiquinone oxidoreductase subunit A11","down",5.33913452199613
"BAIAP2L1",22,-0.198,4.78,4.61e-06,0.000147,"None","55971","BAR/IMD domain containing adaptor protein 2 like 1","up",5.33629907461035
"FASTKD5",-12.2,-0.941,-4.77,4.64e-06,0.000147,"None","60493","FAST kinase domains 5","down",5.33348201944512
"CFC1",-18.7,3.15,-4.77,4.66e-06,0.000147,"None","55997","cripto, FRL-1, cryptic family 1","down",5.33161408331
"MAP1LC3A",-19.4,-0.278,-4.77,4.76e-06,0.00015,"None","84557","microtubule associated protein 1 light chain 3 alpha","down",5.32239304727951
"PDHX",-9.67,2.59,-4.76,4.83e-06,0.000151,"None","8050","pyruvate dehydrogenase complex component X","down",5.31605286924849
"TMEM123",-29.1,0.0305,-4.75,5.05e-06,0.000157,"--","114908","transmembrane protein 123","down",5.29670862188134
"ME2",-9.9,2.66,-4.75,5.23e-06,0.000162,"--","4200","malic enzyme 2","down",5.28149831113273
"SLC7A8",-21.2,1.82,-4.74,5.41e-06,0.000167,"Endocrine","23428","solute carrier family 7 member 8","down",5.26680273489343
"TPRN",27.7,-1.58,4.74,5.46e-06,0.000168,"Non-endocrine","286262","taperin","up",5.26280735729526
"KIAA1217",13.6,0.353,4.73,5.5e-06,0.000168,"None","56243","KIAA1217","up",5.25963731050576
"SCCPDH",-8.54,3.11,-4.73,5.59e-06,0.00017,"--","51097","saccharopine dehydrogenase (putative)","down",5.25258819211358
"SPTBN1",10.3,3.26,4.73,5.66e-06,0.000171,"None","6711","spectrin beta, non-erythrocytic 1","up",5.24718356881173
"SYP",-16.3,2.94,-4.73,5.69e-06,0.000171,"None","6855","synaptophysin","down",5.24488773360493
"GALNT3",14.1,0.0741,4.72,5.78e-06,0.000173,"Non-endocrine","2591","polypeptide N-acetylgalactosaminyltransferase 3","up",5.23807216157947
"TRMU",-11.8,-0.134,-4.72,5.82e-06,0.000173,"--","55687","tRNA 5-methylaminomethyl-2-thiouridylate methyltransferase","down",5.23507701535011
"PKP3",13.4,0.842,4.72,5.86e-06,0.000174,"None","11187","plakophilin 3","up",5.23210238398191
"ABHD16A",-12.4,2.15,-4.72,5.91e-06,0.000174,"None","7920","abhydrolase domain containing 16A","down",5.22841251911874
