"Feature","Coefficient","Average level","T_statistic","P_value","Adjusted p_value","Associated proportions","Gene_ID","Description","sig","negLogPval"
"ERLIN2",-11.2,2.35,-5.55,1.44e-07,3.21e-05,"--","11160","ER lipid raft associated 2","down",6.84163750790475
"ACAA2",-9.96,3.77,-5.54,1.53e-07,3.21e-05,"--","10449","acetyl-CoA acyltransferase 2","down",6.8153085691824
"GIGYF2",11.4,0.827,5.54,1.54e-07,3.21e-05,"None","26058","GRB10 interacting GYF protein 2","up",6.81247927916354
"LEO1",10.2,-0.387,5.53,1.57e-07,3.21e-05,"None","123169","LEO1 homolog, Paf1/RNA polymerase II complex component","up",6.80410034759077
"TOLLIP",13.2,2.02,5.52,1.66e-07,3.25e-05,"--","54472","toll interacting protein","up",6.77989191195995
"ZNF326",10.4,1.27,5.51,1.71e-07,3.25e-05,"None","284695","zinc finger protein 326","up",6.76700388960785
"CUL4B",10.9,1.32,5.51,1.74e-07,3.25e-05,"--","8450","cullin 4B","up",6.7594507517174
"MBP",21.9,-0.954,5.5,1.8e-07,3.25e-05,"--","4155","myelin basic protein","up",6.74472749489669
"GCLM",12.9,2.33,5.48,1.98e-07,3.41e-05,"None","2730","glutamate-cysteine ligase modifier subunit","up",6.70333480973847
"HDGFL2",14.3,0.9,5.48,2e-07,3.41e-05,"None","84717","HDGF like 2","up",6.69897000433602
"NECAP1",11,1.48,5.45,2.27e-07,3.77e-05,"--","25977","NECAP endocytosis associated 1","up",6.64397414280688
"TOX4",12.6,-0.792,5.44,2.36e-07,3.81e-05,"--","9878","TOX high mobility group box family member 4","up",6.62708799702989
"PGAM1",9.63,4.41,5.41,2.77e-07,4.37e-05,"--","5223","phosphoglycerate mutase 1","up",6.55752023093555
"RYBP",28,-0.982,5.4,2.92e-07,4.48e-05,"None","23429","RING1 and YY1 binding protein","up",6.53461714855158
"SAMD4B",13.6,-0.784,5.38,3.16e-07,4.73e-05,"None","55095","sterile alpha motif domain containing 4B","up",6.5003129173816
"CNOT11",12.5,-1.06,5.37,3.29e-07,4.8e-05,"--","55571","CCR4-NOT transcription complex subunit 11","up",6.48280410205003
"SST",31.3,3.03,5.35,3.62e-07,4.84e-05,"Endocrine","6750","somatostatin","up",6.44129142946683
"ZMAT2",16.9,-0.587,5.35,3.66e-07,4.84e-05,"--","153527","zinc finger matrin-type 2","up",6.43651891460559
"DCTN2",10,2.72,5.35,3.7e-07,4.84e-05,"--","10540","dynactin subunit 2","up",6.43179827593301
"ZNF24",10,0.101,5.35,3.7e-07,4.84e-05,"None","7572","zinc finger protein 24","up",6.43179827593301
"ST14",21,-0.293,5.35,3.71e-07,4.84e-05,"None","6768","suppression of tumorigenicity 14","up",6.43062609038495
"SAE1",9.52,1.4,5.33,3.91e-07,4.94e-05,"--","10055","SUMO1 activating enzyme subunit 1","up",6.40782324260413
"DMTN",17.5,0.184,5.33,3.94e-07,4.94e-05,"--","2039","dematin actin binding protein","up",6.40450377817443
"FNTA",9.52,0.0941,5.31,4.35e-07,5.34e-05,"None","2339","farnesyltransferase, CAAX box, alpha","up",6.36151074304536
"ATP1A1",-9.63,3.82,-5.29,4.79e-07,5.77e-05,"None","476","ATPase Na+/K+ transporting subunit alpha 1","down",6.31966448658544
"UBE4B",10.3,-0.425,5.26,5.47e-07,6.46e-05,"--","10277","ubiquitination factor E4B","up",6.26201267366657
"NELFE",11.6,-0.679,5.24,6e-07,6.95e-05,"None","7936","negative elongation factor complex member E","up",6.22184874961636
"NCOR2",13.1,0.139,5.23,6.12e-07,6.96e-05,"--","9612","nuclear receptor corepressor 2","up",6.21324857785444
"COPS8",10.5,0.935,5.22,6.44e-07,6.97e-05,"--","10920","COP9 signalosome subunit 8","up",6.19111413264019
"NAP1L4",10.6,2.51,5.22,6.46e-07,6.97e-05,"--","4676","nucleosome assembly protein 1 like 4","up",6.18976748200492
"KPNA6",9.88,0.904,5.22,6.47e-07,6.97e-05,"--","23633","karyopherin subunit alpha 6","up",6.1890957193313
"BCAS2",9.05,0.693,5.21,6.92e-07,7.32e-05,"None","10286","BCAS2 pre-mRNA processing factor","up",6.15989390554324
"GOLPH3",10.5,0.348,5.2,7.21e-07,7.5e-05,"--","64083","golgi phosphoprotein 3","up",6.14206473528057
"DHRS13",-13.1,-0.366,-5.19,7.54e-07,7.71e-05,"None","147015","dehydrogenase/reductase 13","down",6.12262865413023
"GABARAPL2",16.8,0.486,5.18,7.7e-07,7.75e-05,"--","11345","GABA type A receptor associated protein like 2","up",6.11350927482752
"CACYBP",12.3,1.48,5.17,8.04e-07,7.91e-05,"None","27101","calcyclin binding protein","up",6.09474395125155
"RRM2B",13.8,1.37,5.17,8.11e-07,7.91e-05,"--","50484","ribonucleotide reductase regulatory TP53 inducible subunit M2B","up",6.09097914578884
"COPS7A",9.67,1.81,5.13,9.74e-07,9.34e-05,"--","50813","COP9 signalosome subunit 7A","up",6.01144104312138
"CALB1",22.8,1.48,5.11,1.08e-06,0.000102,"None","793","calbindin 1","up",5.96657624451305
"SLTM",9.6,1.16,5.1,1.1e-06,0.000102,"--","79811","SAFB like transcription modulator","up",5.95860731484177
"LZTFL1",9.29,0.968,5.1,1.12e-06,0.000102,"None","54585","leucine zipper transcription factor like 1","up",5.95078197732982
"TIGAR",12.1,-0.181,5.09,1.15e-06,0.000102,"None","57103","TP53 induced glycolysis regulatory phosphatase","up",5.93930215964639
"PYM1",17,-0.379,5.09,1.15e-06,0.000102,"--","84305","PYM homolog 1, exon junction complex associated factor","up",5.93930215964639
"HIF1AN",13.6,-0.0357,5.09,1.17e-06,0.000102,"None","55662","hypoxia inducible factor 1 subunit alpha inhibitor","up",5.93181413825384
"TERF2IP",13,0.249,5.08,1.22e-06,0.000104,"--","54386","TERF2 interacting protein","up",5.91364016932525
"BRD3",9.06,0.0166,5.08,1.22e-06,0.000104,"--","8019","bromodomain containing 3","up",5.91364016932525
"EIF4B",11.2,2.32,5.06,1.36e-06,0.000115,"--","1975","eukaryotic translation initiation factor 4B","up",5.86646109162978
"ZNF346",14.4,-0.746,5.04,1.48e-06,0.000122,"--","23567","zinc finger protein 346","up",5.82973828460504
"HDGFL3",16,1.65,5.03,1.53e-06,0.000126,"None","50810","HDGF like 3","up",5.8153085691824
"LSM14B",16.1,-1.09,5.02,1.6e-06,0.000129,"--","149986","LSM family member 14B","up",5.79588001734407
"GATAD2B",12,0.0986,5.01,1.69e-06,0.000135,"--","57459","GATA zinc finger domain containing 2B","up",5.77211329538633
"ATG3",9.02,0.365,5,1.77e-06,0.000139,"--","64422","autophagy related 3","up",5.75202673363819
"CBFB",8.93,0.708,4.99,1.81e-06,0.00014,"--","865","core-binding factor subunit beta","up",5.74232142513082
"CASTOR2",19.8,-0.79,4.99,1.83e-06,0.00014,"None","729438","cytosolic arginine sensor for mTORC1 subunit 2","up",5.73754891026957
"NUDC",8.83,3.01,4.99,1.85e-06,0.00014,"None","10726","nuclear distribution C, dynein complex regulator","up",5.73282827159699
"LSM14A",12.4,0.584,4.98,1.93e-06,0.000143,"None","26065","LSM14A mRNA processing body assembly factor","up",5.71444269099223
"ACBD3",8.7,1.27,4.98,1.93e-06,0.000143,"None","64746","acyl-CoA binding domain containing 3","up",5.71444269099223
"PIH1D1",10.8,-0.43,4.97,2.02e-06,0.000147,"--","55011","PIH1 domain containing 1","up",5.69464863055338
"CD3EAP",12.1,-0.976,4.96,2.07e-06,0.00015,"None","10849","CD3e molecule associated protein","up",5.68402965454308
"PPM1G",9.53,1.32,4.95,2.17e-06,0.000153,"--","5496","protein phosphatase, Mg2+/Mn2+ dependent 1G","up",5.66354026615147
"NDRG4",22,-1.46,4.95,2.18e-06,0.000153,"Endocrine","65009","NDRG family member 4","up",5.66154350639539
"CAPRIN1",9.88,2.34,4.94,2.21e-06,0.000153,"--","4076","cell cycle associated protein 1","up",5.65560772631489
"GOLGA1",10.6,-0.719,4.94,2.22e-06,0.000153,"None","2800","golgin A1","up",5.65364702554936
"POLDIP3",11.2,1.04,4.94,2.28e-06,0.000156,"--","84271","DNA polymerase delta interacting protein 3","up",5.64206515299955
"LARP4",10.4,-0.264,4.93,2.35e-06,0.000159,"--","113251","La ribonucleoprotein 4","up",5.62893213772826
"NEIL2",13.6,-1.04,4.91,2.56e-06,0.00017,"--","252969","nei like DNA glycosylase 2","up",5.59176003468815
"CBX5",10.1,-0.506,4.91,2.58e-06,0.00017,"--","23468","chromobox 5","up",5.58838029403677
"YTHDF3",8.88,1.44,4.89,2.82e-06,0.000184,"None","253943","YTH N6-methyladenosine RNA binding protein 3","up",5.54975089168064
"RABGGTB",9.42,0.27,4.89,2.84e-06,0.000184,"None","5876","Rab geranylgeranyltransferase subunit beta","up",5.54668165995296
"MTDH",10.4,3.17,4.88,2.94e-06,0.000188,"None","92140","metadherin","up",5.53165266958784
"MFAP1",8.8,0.177,4.87,2.99e-06,0.000189,"None","4236","microfibril associated protein 1","up",5.52432881167557
"SAMD11",37,-0.152,4.87,3.11e-06,0.000195,"Endocrine","148398","sterile alpha motif domain containing 11","up",5.50723961097316
"FAM114A1",8.6,1.07,4.86,3.19e-06,0.000198,"None","92689","family with sequence similarity 114 member A1","up",5.49620931694282
"DUSP3",9.98,2,4.85,3.26e-06,2e-04,"--","1845","dual specificity phosphatase 3","up",5.48678239993206
"SF1",9.02,0.979,4.84,3.45e-06,0.000208,"None","7536","splicing factor 1","up",5.46218090492673
"VBP1",9.43,0.113,4.84,3.47e-06,0.000208,"--","7411","VHL binding protein 1","up",5.45967052520913
"GSE1",14,-1.5,4.84,3.52e-06,0.000208,"None","23199","Gse1 coiled-coil protein","up",5.45345733652187
"ZNF207",8.69,1.47,4.84,3.52e-06,0.000208,"None","7756","zinc finger protein 207","up",5.45345733652187
"NNT",-9.18,2.92,-4.83,3.63e-06,0.000212,"None","23530","nicotinamide nucleotide transhydrogenase","down",5.44009337496389
"BAIAP2",12.7,-0.201,4.82,3.72e-06,0.000215,"None","10458","BAR/IMD domain containing adaptor protein 2","up",5.4294570601181
"FLVCR1",17.3,-1.3,4.82,3.8e-06,0.000217,"None","28982","FLVCR heme transporter 1","up",5.42021640338319
"CNOT7",9.8,-0.919,4.82,3.81e-06,0.000217,"--","29883","CCR4-NOT transcription complex subunit 7","up",5.41907502432438
"HOOK3",9.36,-0.334,4.8,4.1e-06,0.000228,"--","84376","hook microtubule tethering protein 3","up",5.38721614328026
"SMARCE1",8.5,0.668,4.8,4.13e-06,0.000228,"--","6605","SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily e, member 1","up",5.3840499483436
"HTATSF1",13,1.59,4.8,4.15e-06,0.000228,"--","27336","HIV-1 Tat specific factor 1","up",5.38195190328791
"PEG10",25.8,0.387,4.8,4.17e-06,0.000228,"None","23089","paternally expressed 10","up",5.37986394502624
"AGFG1",9.22,0.94,4.79,4.24e-06,0.00023,"None","3267","ArfGAP with FG repeats 1","up",5.37263414340727
"GABARAP",13.4,0.0655,4.79,4.37e-06,0.000235,"None","11337","GABA type A receptor-associated protein","up",5.35951856302958
"BCHE",20.9,-1.8,4.75,5e-06,0.000267,"None","590","butyrylcholinesterase","up",5.30102999566398
"DTNBP1",13.8,-1.82,4.75,5.09e-06,0.000269,"--","84062","dystrobrevin binding protein 1","up",5.29328221766324
"NECAB2",25.2,-1.11,4.74,5.32e-06,0.000278,"None","54550","N-terminal EF-hand calcium binding protein 2","up",5.27408836770495
"WASHC2A",14,0.621,4.74,5.35e-06,0.000278,"--","387680","WASH complex subunit 2A","up",5.27164621797877
"RBM14-RBM4",8.57,2.72,4.74,5.41e-06,0.000279,"None","100526737","RBM14-RBM4 readthrough","up",5.26680273489343
"STMN3",23.7,-1.54,4.73,5.47e-06,0.00028,"Endocrine","50861","stathmin 3","up",5.26201267366657
"PRCC",19.5,-2.62,4.73,5.54e-06,0.000281,"--","5546","proline rich mitotic checkpoint control factor","up",5.25649023527157
"TMEM179B",23,-1.73,4.72,5.79e-06,0.000291,"--","374395","transmembrane protein 179B","up",5.23732143627256
"RSF1",8.83,-0.423,4.71,6.02e-06,3e-04,"--","51773","remodeling and spacing factor 1","up",5.22040350874218
"ZC3H18",8.64,-0.181,4.71,6.07e-06,3e-04,"--","124245","zinc finger CCCH-type containing 18","up",5.21681130892474
"FYTTD1",9.24,0.15,4.71,6.11e-06,3e-04,"--","84248","forty-two-three domain containing 1","up",5.21395878975745
"ISY1-RAB43",10.5,-0.852,4.7,6.28e-06,0.000306,"--","100534599","ISY1-RAB43 readthrough","up",5.2020403562628
"YTHDF2",9.07,1.02,4.69,6.45e-06,0.000312,"--","51441","YTH N6-methyladenosine RNA binding protein 2","up",5.19044028536473
"NR2C2",9.1,-0.192,4.68,6.98e-06,0.000334,"None","7182","nuclear receptor subfamily 2 group C member 2","up",5.15614457737684
"ALDH2",-11.2,2.91,-4.67,7.01e-06,0.000334,"--","217","aldehyde dehydrogenase 2 family member","down",5.15428198203334
"CYRIB",8.83,1.99,4.67,7.19e-06,0.00034,"None","51571","CYFIP related Rac1 interactor B","up",5.14327110961712
"GHRL",43,-0.0426,4.66,7.41e-06,0.000341,"None","51738","ghrelin and obestatin prepropeptide","up",5.13018179202067
"OPTN",11.1,-0.08,4.66,7.51e-06,0.000341,"--","10133","optineurin","up",5.12436006299583
"MAGED2",13.4,0.4,4.66,7.52e-06,0.000341,"None","10916","MAGE family member D2","up",5.12378215940836
"PRRC1",9.04,1.57,4.66,7.54e-06,0.000341,"None","133619","proline rich coiled-coil 1","up",5.12262865413023
"SAP30BP",9.21,-0.638,4.66,7.55e-06,0.000341,"None","29115","SAP30 binding protein","up",5.12205304837081
"BORCS6",10.8,-0.0011,4.66,7.57e-06,0.000341,"None","54785","BLOC-1 related complex subunit 6","up",5.12090412049993
"ARFGAP2",8.8,1.77,4.65,7.63e-06,0.000342,"--","84364","ADP ribosylation factor GTPase activating protein 2","up",5.11747546204512
"RBM42",9.83,-0.137,4.64,8.01e-06,0.000356,"--","79171","RNA binding motif protein 42","up",5.09636748391576
"NAV1",13.4,-0.0517,4.64,8.19e-06,0.000362,"None","89796","neuron navigator 1","up",5.08671609823958
"CDC42BPG",10.9,-0.603,4.63,8.54e-06,0.000374,"None","55561","CDC42 binding protein kinase gamma","up",5.06854212931099
"RAD23A",10.6,1.12,4.62,8.68e-06,0.000378,"--","5886","RAD23 homolog A, nucleotide excision repair protein","up",5.06148027482351
"KTN1",12,2.01,4.62,8.95e-06,0.000387,"--","3895","kinectin 1","up",5.04817696468409
"HNRNPAB",10.3,2.23,4.61,9.05e-06,0.000387,"None","3182","heterogeneous nuclear ribonucleoprotein A/B","up",5.0433514207948
"MAP1B",20.6,2.73,4.61,9.09e-06,0.000387,"None","4131","microtubule associated protein 1B","up",5.04143611677803
"RPRD2",9.23,-0.447,4.61,9.14e-06,0.000387,"--","23248","regulation of nuclear pre-mRNA domain containing 2","up",5.03905380426617
"NAP1L1",9.71,1.16,4.61,9.34e-06,0.000392,"--","4673","nucleosome assembly protein 1 like 1","up",5.02965312376991
"KIFBP",9.5,1.39,4.6,9.54e-06,0.000398,"None","26128","kinesin family binding protein","up",5.02045162529591
"UQCRFS1",-8.55,3.91,-4.6,9.7e-06,4e-04,"None","7386","ubiquinol-cytochrome c reductase, Rieske iron-sulfur polypeptide 1","down",5.01322826573375
"FLYWCH2",16.6,0.0942,4.6,9.72e-06,4e-04,"--","114984","FLYWCH family member 2","up",5.01233373507373
"GPRIN1",17.2,0.345,4.59,9.87e-06,0.000402,"None","114787","G protein regulated inducer of neurite outgrowth 1","up",5.00568284733036
"RPA2",8.33,1.22,4.59,9.9e-06,0.000402,"None","6118","replication protein A2","up",5.00436480540245
"PRRC2B",11.2,-0.19,4.59,1e-05,0.000404,"None","84726","proline rich coiled-coil 2B","up",5
"TOM1L2",10.7,1.59,4.59,1.02e-05,0.000408,"None","146691","target of myb1 like 2 membrane trafficking protein","up",4.99139982823808
"PSPC1",8.64,1.94,4.58,1.02e-05,0.000408,"--","55269","paraspeckle component 1","up",4.99139982823808
"BCL2L13",10.9,1.1,4.58,1.06e-05,0.000416,"--","23786","BCL2 like 13","up",4.97469413473523
"AIP",9.04,1.68,4.58,1.06e-05,0.000416,"None","9049","aryl hydrocarbon receptor interacting protein","up",4.97469413473523
"TAF15",11.4,-0.845,4.57,1.08e-05,0.000421,"--","8148","TATA-box binding protein associated factor 15","up",4.96657624451305
"KDM1A",8.07,0.378,4.57,1.1e-05,0.000427,"--","23028","lysine demethylase 1A","up",4.95860731484177
"MAPRE1",10.6,3.05,4.56,1.11e-05,0.000427,"--","22919","microtubule associated protein RP/EB family member 1","up",4.95467702121334
"CCDC6",8.1,0.97,4.56,1.11e-05,0.000427,"None","8030","coiled-coil domain containing 6","up",4.95467702121334
"TOMM34",9.94,1.75,4.55,1.17e-05,0.000446,"None","10953","translocase of outer mitochondrial membrane 34","up",4.93181413825384
"C17orf49",13.1,0.751,4.55,1.19e-05,0.000451,"None","124944","chromosome 17 open reading frame 49","up",4.92445303860747
"RIMBP2",30.8,-0.818,4.54,1.2e-05,0.000454,"None","23504","RIMS binding protein 2","up",4.92081875395237
"TTC9C",11.4,-0.314,4.53,1.26e-05,0.000473,"None","283237","tetratricopeptide repeat domain 9C","up",4.89962945488244
"PAK3",12.9,0.13,4.53,1.27e-05,0.000474,"None","5063","p21 (RAC1) activated kinase 3","up",4.89619627904404
"IRF2BP2",11.1,-0.768,4.53,1.3e-05,0.000482,"None","359948","interferon regulatory factor 2 binding protein 2","up",4.88605664769316
"ABCB10",-8.28,1.08,-4.52,1.33e-05,0.000487,"None","23456","ATP binding cassette subfamily B member 10","down",4.87614835903291
"ALDH7A1",-8.01,2.88,-4.52,1.33e-05,0.000487,"None","501","aldehyde dehydrogenase 7 family member A1","down",4.87614835903291
"TUBB3",12.7,3.93,4.52,1.35e-05,0.000491,"None","10381","tubulin beta 3 class III","up",4.86966623150499
"POLR2I",20.2,-1.38,4.51,1.37e-05,0.000496,"None","5438","RNA polymerase II subunit I","up",4.86327943284359
"OTUD4",10.2,-0.569,4.51,1.39e-05,0.000499,"None","54726","OTU deubiquitinase 4","up",4.85698519974591
"SNAPIN",13.5,0.369,4.51,1.41e-05,0.000502,"None","23557","SNAP associated protein","up",4.85078088734462
"PCNP",19.3,1.36,4.51,1.42e-05,0.000502,"--","57092","PEST proteolytic signal containing nuclear protein","up",4.84771165561694
"AKT3",13.2,0.297,4.5,1.43e-05,0.000506,"None","10000","AKT serine/threonine kinase 3","up",4.84466396253494
"RABL6",10.4,1.27,4.5,1.45e-05,0.000509,"--","55684","RAB, member RAS oncogene family like 6","up",4.83863199776502
"LPCAT3",-9.1,1.79,-4.5,1.46e-05,0.000511,"--","10162","lysophosphatidylcholine acyltransferase 3","down",4.83564714421556
"TRMT1L",13.6,-0.917,4.49,1.52e-05,0.000529,"None","81627","tRNA methyltransferase 1 like","up",4.81815641205523
"SMPD1",18,-0.0764,4.48,1.54e-05,0.00053,"None","6609","sphingomyelin phosphodiesterase 1","up",4.81247927916354
"MAP6",16.1,-1.06,4.48,1.55e-05,0.00053,"Endocrine","4135","microtubule associated protein 6","up",4.80966830182971
"REPIN1",12,-0.987,4.48,1.59e-05,0.000539,"--","29803","replication initiator 1","up",4.79860287567955
"HIKESHI",10.3,0.0826,4.48,1.59e-05,0.000539,"None","51501","heat shock protein nuclear import factor hikeshi","up",4.79860287567955
"PDLIM5",8.36,1.94,4.47,1.61e-05,0.00054,"--","10611","PDZ and LIM domain 5","up",4.79317412396815
"PRNP",9.67,0.592,4.47,1.61e-05,0.00054,"None","5621","prion protein","up",4.79317412396815
"ACAP2",8.28,0.854,4.47,1.64e-05,0.000545,"None","23527","ArfGAP with coiled-coil, ankyrin repeat and PH domains 2","up",4.7851561519523
"PPP3CB",8.87,-0.276,4.47,1.64e-05,0.000545,"--","5532","protein phosphatase 3 catalytic subunit beta","up",4.7851561519523
"ENOPH1",9.09,1.46,4.46,1.68e-05,0.000554,"--","58478","enolase-phosphatase 1","up",4.77469071827414
"CDKN1B",21.7,-2.89,4.46,1.69e-05,0.000554,"None","1027","cyclin dependent kinase inhibitor 1B","up",4.77211329538633
"TCEAL5",19,1.57,4.46,1.7e-05,0.000554,"None","340543","transcription elongation factor A like 5","up",4.76955107862173
"PHB2",-8.11,4.66,-4.46,1.72e-05,0.000559,"--","11331","prohibitin 2","down",4.76447155309245
"ORMDL1",18.6,-1.03,4.45,1.76e-05,0.000569,"--","94101","ORMDL sphingolipid biosynthesis regulator 1","up",4.75448733218585
"CBX1",10.1,1.81,4.45,1.79e-05,0.000575,"--","10951","chromobox 1","up",4.74714696902011
"DFFA",8.28,0.349,4.44,1.82e-05,0.000581,"--","1676","DNA fragmentation factor subunit alpha","up",4.73992861201492
"MECR",-8.05,0.135,-4.44,1.83e-05,0.000581,"--","51102","mitochondrial trans-2-enoyl-CoA reductase","down",4.73754891026957
"UPF3B",8.2,-1.38,4.44,1.84e-05,0.000581,"--","65109","UPF3B regulator of nonsense mediated mRNA decay","up",4.73518217699046
"RBX1",10.2,0.761,4.44,1.87e-05,0.00059,"None","9978","ring-box 1","up",4.7281583934635
"CHORDC1",8.44,1.2,4.43,1.89e-05,0.000592,"None","26973","cysteine and histidine rich domain containing 1","up",4.72353819582676
"CRKL",8.68,2.53,4.43,1.9e-05,0.000592,"--","1399","CRK like proto-oncogene, adaptor protein","up",4.72124639904717
"TXNDC9",12.3,0.021,4.43,1.94e-05,0.000602,"None","10190","thioredoxin domain containing 9","up",4.71219827006977
"WBP11",10.8,0.674,4.43,1.96e-05,0.000602,"None","51729","WW domain binding protein 11","up",4.70774392864352
"PPP1R8",7.97,0.122,4.42,1.96e-05,0.000602,"--","5511","protein phosphatase 1 regulatory subunit 8","up",4.70774392864352
"ATXN2L",8.28,2.44,4.42,1.99e-05,0.000607,"--","11273","ataxin 2 like","up",4.70114692359029
"DMAP1",8.08,-0.361,4.42,2.03e-05,0.000618,"--","55929","DNA methyltransferase 1 associated protein 1","up",4.69250396208679
"MLX",12,-1.71,4.41,2.04e-05,0.000618,"--","6945","MAX dimerization protein MLX","up",4.6903698325741
"DENR",9.49,1.83,4.41,2.09e-05,0.000627,"--","8562","density regulated re-initiation and release factor","up",4.67985371388895
"SNRPE",15.6,3.27,4.4,2.14e-05,0.00064,"None","6635","small nuclear ribonucleoprotein polypeptide E","up",4.66958622665081
"FUS",10.5,3.06,4.4,2.19e-05,0.000651,"--","2521","FUS RNA binding protein","up",4.65955588515988
"GTF2B",10.2,-0.824,4.4,2.21e-05,0.000654,"None","2959","general transcription factor IIB","up",4.65560772631489
"COIL",13.1,-1.59,4.39,2.23e-05,0.000658,"--","8161","coilin","up",4.65169513695184
"MAP7D1",12.5,0.609,4.39,2.25e-05,0.000662,"None","55700","MAP7 domain containing 1","up",4.64781748188864
"YWHAQ",8.07,5.08,4.38,2.32e-05,0.000679,"--","10971","tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein theta","up",4.6345120151091
"PANK2",10.5,-0.745,4.38,2.36e-05,0.000686,"--","80025","pantothenate kinase 2","up",4.62708799702989
"KAT7",8.91,-0.891,4.38,2.39e-05,0.000693,"--","11143","lysine acetyltransferase 7","up",4.62160209905186
"RANBP1",8.14,2.16,4.37,2.4e-05,0.000693,"--","5902","RAN binding protein 1","up",4.61978875828839
"BAG5",10.7,-0.446,4.37,2.44e-05,0.000698,"None","9529","BAG cochaperone 5","up",4.61261017366127
"SNRPF",22.9,-0.736,4.37,2.45e-05,0.000698,"None","6636","small nuclear ribonucleoprotein polypeptide F","up",4.61083391563547
"LRWD1",10.3,-0.401,4.36,2.59e-05,0.000735,"--","222229","leucine rich repeats and WD repeat domain containing 1","up",4.58670023591875
"DCX",21.8,-1.98,4.34,2.79e-05,0.000788,"Endocrine","1641","doublecortin","up",4.5543957967264
"CAST",11.3,1.69,4.33,2.84e-05,8e-04,"--","831","calpastatin","up",4.54668165995296
"TERF2",9.03,-0.895,4.33,2.86e-05,0.000803,"--","7014","telomeric repeat binding factor 2","up",4.54363396687096
"BORCS5",11.1,-0.267,4.32,2.93e-05,0.000818,"--","118426","BLOC-1 related complex subunit 5","up",4.53313237964589
"PPP1R2",13.5,-0.194,4.32,2.95e-05,0.000819,"None","5504","protein phosphatase 1 regulatory inhibitor subunit 2","up",4.53017798402184
