"Feature","Coefficient","Average level","T_statistic","P_value","Adjusted p_value","Associated proportions","Gene_ID","Description","sig","negLogPval"
"ARX",-6.69,-1.1,-7.17,4.39e-11,5.5e-09,"None","170302","aristaless related homeobox","down",10.3575354797579
"PDE3B",-7.42,-1.34,-7.15,4.79e-11,5.88e-09,"None","5140","phosphodiesterase 3B","down",10.3196644865854
"AASS",4.83,-0.322,7.14,5.21e-11,6.27e-09,"None","10157","aminoadipate-semialdehyde synthase","up",10.2831622767005
"LMCD1",-7.65,2.79,-7.11,6.04e-11,7.13e-09,"None","29995","LIM and cysteine rich domains 1","down",10.2189630613789
"SMARCA1",-3.91,0.805,-7.09,6.76e-11,7.83e-09,"None","6594","SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 1","down",10.1700533040584
"NT5C3A",-5.44,0.22,-7.03,8.95e-11,1.02e-08,"None","51251","5'-nucleotidase, cytosolic IIIA","down",10.0481769646841
"PRKCE",-6.18,-1.51,-7.03,9.25e-11,1.03e-08,"None","5581","protein kinase C epsilon","down",10.033858267261
"ITPK1",-4.36,0.275,-6.98,1.16e-10,1.27e-08,"--","3705","inositol-tetrakisphosphate 1-kinase","down",9.93554201077308
"ABAT",4.35,4.26,6.95,1.41e-10,1.51e-08,"None","18","4-aminobutyrate aminotransferase","up",9.85078088734462
"TMED8",-4.76,0.799,-6.94,1.44e-10,1.52e-08,"None","283578","transmembrane p24 trafficking protein family member 8","down",9.84163750790475
"CRIP2",-5.77,2.53,-6.93,1.51e-10,1.57e-08,"None","1397","cysteine rich protein 2","down",9.82102305270683
"BCAT2",3.76,2.27,6.93,1.54e-10,1.58e-08,"None","587","branched chain amino acid transaminase 2","up",9.81247927916354
"DBT",3.59,2.19,6.91,1.72e-10,1.73e-08,"None","1629","dihydrolipoamide branched chain transacylase E2","up",9.76447155309245
"SYNPO",-4.58,0.841,-6.84,2.44e-10,2.41e-08,"None","11346","synaptopodin","down",9.61261017366127
"BCAM",-6.12,1.47,-6.82,2.75e-10,2.67e-08,"None","4059","basal cell adhesion molecule (Lutheran blood group)","down",9.56066730616974
"GCH1",-8.32,1.14,-6.81,2.84e-10,2.73e-08,"--","2643","GTP cyclohydrolase 1","down",9.54668165995296
"SLC7A2",-5.6,3.01,-6.81,2.89e-10,2.73e-08,"None","6542","solute carrier family 7 member 2","down",9.53910215724345
"SPINT2",-5.6,0.576,-6.78,3.31e-10,3.08e-08,"--","10653","serine peptidase inhibitor, Kunitz type 2","down",9.48017200622428
"PFKP",-5.43,1.8,-6.77,3.54e-10,3.25e-08,"None","5214","phosphofructokinase, platelet","down",9.45099673797421
"SLC7A14",-7.06,-0.856,-6.76,3.64e-10,3.28e-08,"None","57709","solute carrier family 7 member 14","down",9.43889861635094
"ARHGAP1",-4.16,3.22,-6.76,3.77e-10,3.36e-08,"--","392","Rho GTPase activating protein 1","down",9.42365864979421
"LOXL4",-10.6,0.735,-6.73,4.29e-10,3.76e-08,"None","84171","lysyl oxidase like 4","down",9.36754270781528
"GLIPR2",-5.01,0.785,-6.69,5.25e-10,4.54e-08,"None","152007","GLI pathogenesis related 2","down",9.27984069659404
"MOB1B",-4.66,1.63,-6.62,7.71e-10,6.57e-08,"None","92597","MOB kinase activator 1B","down",9.11294562194904
"ARFGEF3",-4.51,1.02,-6.62,7.83e-10,6.59e-08,"None","57221","ARFGEF family member 3","down",9.10623823794206
"HTATSF1",-4.6,1.59,-6.59,8.74e-10,7.25e-08,"--","27336","HIV-1 Tat specific factor 1","down",9.0584885673656
"PCSK2",-7.82,2.97,-6.58,9.51e-10,7.79e-08,"None","5126","proprotein convertase subtilisin/kexin type 2","down",9.02181948306259
"SPART",-4.4,-0.0728,-6.57,9.88e-10,7.98e-08,"None","23111","spartin","down",9.00524305541237
"MCCC2",2.99,2,6.54,1.14e-09,9.11e-08,"--","64087","methylcrotonoyl-CoA carboxylase 2","up",8.94309514866353
"ARRB1",-6.4,0.32,-6.52,1.28e-09,1e-07,"Non-endocrine","408","arrestin beta 1","down",8.89279003035213
"ALG2",3.05,1.32,6.51,1.31e-09,1.02e-07,"None","85365","ALG2 alpha-1,3/1,6-mannosyltransferase","up",8.88272870434424
"ERICH5",5.14,0.308,6.5,1.39e-09,1.07e-07,"None","203111","glutamate rich 5","up",8.85698519974591
"ERP29",-4.26,4.66,-6.49,1.46e-09,1.11e-07,"None","10961","endoplasmic reticulum protein 29","down",8.83564714421556
"BDH1",4.96,1.27,6.43,1.98e-09,1.48e-07,"None","622","3-hydroxybutyrate dehydrogenase 1","up",8.70333480973847
"CLU",-8.2,4.76,-6.43,2.01e-09,1.48e-07,"None","1191","clusterin","down",8.69680394257951
"PPP1R3E",-6.46,-0.108,-6.42,2.07e-09,1.51e-07,"None","90673","protein phosphatase 1 regulatory subunit 3E","down",8.68402965454308
"MVK",-4.35,-0.711,-6.41,2.21e-09,1.59e-07,"--","4598","mevalonate kinase","down",8.65560772631489
"PAFAH1B3",-3.61,3.84,-6.39,2.48e-09,1.77e-07,"None","5050","platelet activating factor acetylhydrolase 1b catalytic subunit 3","down",8.60554831917378
"C17orf49",-4.74,0.751,-6.38,2.58e-09,1.82e-07,"None","124944","chromosome 17 open reading frame 49","down",8.58838029403677
"TBC1D4",3.69,-0.0613,6.37,2.71e-09,1.89e-07,"Endocrine","9882","TBC1 domain family member 4","up",8.56703070912559
"NIPSNAP2",3.77,3.7,6.34,3.13e-09,2.16e-07,"--","2631","nipsnap homolog 2","up",8.50445566245355
"GLS",-4.82,3.1,-6.33,3.31e-09,2.26e-07,"None","2744","glutaminase","down",8.48017200622428
"MACROH2A2",-5.33,3.5,-6.33,3.38e-09,2.28e-07,"None","55506","macroH2A.2 histone","down",8.47108329972234
"PEG10",-8.85,0.387,-6.31,3.74e-09,2.49e-07,"None","23089","paternally expressed 10","down",8.42712839779952
"SIAE",-3.73,0.526,-6.25,5e-09,3.3e-07,"None","54414","sialic acid acetylesterase","down",8.30102999566398
"COTL1",-5.55,2.47,-6.24,5.14e-09,3.36e-07,"None","23406","coactosin like F-actin binding protein 1","down",8.28903688100472
"AGT",-11.3,0.223,-6.24,5.23e-09,3.38e-07,"None","183","angiotensinogen","down",8.28149831113273
"PPP6R2",-3.78,0.479,-6.21,5.88e-09,3.76e-07,"--","9701","protein phosphatase 6 regulatory subunit 2","down",8.23062267392386
"MARS2",2.89,-0.22,6.16,7.83e-09,4.95e-07,"None","92935","methionyl-tRNA synthetase 2, mitochondrial","up",8.10623823794206
"PHIP",-3.49,0.208,-6.1,1.05e-08,6.57e-07,"None","55023","pleckstrin homology domain interacting protein","down",7.97881070093006
"HIBADH",3.75,3.41,6.07,1.21e-08,7.48e-07,"None","11112","3-hydroxyisobutyrate dehydrogenase","up",7.91721462968355
"CRYBA2",-6.81,0.0835,-6.05,1.31e-08,8.07e-07,"None","1412","crystallin beta A2","down",7.88272870434424
"IRX2",-10.4,-4.58,-6.04,1.38e-08,8.39e-07,"None","153572","iroquois homeobox 2","down",7.86012091359876
"CASTOR2",-6.35,-0.79,-6.04,1.41e-08,8.5e-07,"None","729438","cytosolic arginine sensor for mTORC1 subunit 2","down",7.85078088734462
"CAMSAP3",-3.69,0.171,-6.03,1.45e-08,8.66e-07,"None","57662","calmodulin regulated spectrin associated protein family member 3","down",7.83863199776502
"TUBB2B",4.98,2.96,6.02,1.57e-08,9.26e-07,"None","347733","tubulin beta 2B class IIb","up",7.80410034759077
"RAB4B",-3.05,1.52,-6.01,1.61e-08,9.41e-07,"None","53916","RAB4B, member RAS oncogene family","down",7.79317412396815
"CAMK2G",-4.21,-0.31,-5.98,1.89e-08,1.09e-06,"--","818","calcium/calmodulin dependent protein kinase II gamma","down",7.72353819582676
"OSBPL10",-3.43,-0.979,-5.97,1.92e-08,1.1e-06,"None","114884","oxysterol binding protein like 10","down",7.71669877129645
"NNMT",-8.77,1.75,-5.96,2.03e-08,1.15e-06,"None","4837","nicotinamide N-methyltransferase","down",7.69250396208679
"DYM",3.15,-0.0177,5.95,2.18e-08,1.23e-06,"Non-endocrine","54808","dymeclin","up",7.66154350639539
"NAGLU",-5,0.376,-5.88,2.97e-08,1.66e-06,"--","4669","N-acetyl-alpha-glucosaminidase","down",7.52724355068279
"IGFBP2",-7.92,0.72,-5.88,3.06e-08,1.69e-06,"Non-endocrine","3485","insulin like growth factor binding protein 2","down",7.51427857351842
"HIGD1A",-6.31,1.17,-5.86,3.27e-08,1.78e-06,"None","25994","HIG1 hypoxia inducible domain family member 1A","down",7.48545224733971
"KCTD5",-5.4,-1.85,-5.86,3.28e-08,1.78e-06,"None","54442","potassium channel tetramerization domain containing 5","down",7.48412615628832
"HLA-A",-5.33,2.83,-5.8,4.39e-08,2.36e-06,"None","3105","major histocompatibility complex, class I, A","down",7.35753547975788
"GCDH",3.73,2.04,5.78,4.85e-08,2.59e-06,"None","2639","glutaryl-CoA dehydrogenase","up",7.31425826139774
"DHRS7",3.03,3.46,5.77,5.13e-08,2.72e-06,"--","51635","dehydrogenase/reductase 7","up",7.28988263488818
"ITPR1",-3.7,-0.658,-5.76,5.27e-08,2.76e-06,"None","3708","inositol 1,4,5-trisphosphate receptor type 1","down",7.27818938478745
"STMN1",-6.18,0.811,-5.76,5.41e-08,2.81e-06,"None","3925","stathmin 1","down",7.26680273489343
"ACTN1",-3.14,3.52,-5.76,5.47e-08,2.81e-06,"--","87","actinin alpha 1","down",7.26201267366657
"MICAL1",-3.08,0.0896,-5.75,5.5e-08,2.81e-06,"None","64780","microtubule associated monooxygenase, calponin and LIM domain containing 1","down",7.25963731050576
"AGFG1",-2.95,0.94,-5.75,5.62e-08,2.85e-06,"None","3267","ArfGAP with FG repeats 1","down",7.25026368443094
"SLC33A1",2.97,0.929,5.75,5.66e-08,2.85e-06,"None","9197","solute carrier family 33 member 1","up",7.24718356881173
"SLC25A29",5.21,0.023,5.75,5.75e-08,2.87e-06,"None","123096","solute carrier family 25 member 29","up",7.24033215531037
"LIMA1",-3.76,2.04,-5.7,6.98e-08,3.46e-06,"None","51474","LIM domain and actin binding 1","down",7.15614457737684
"PPM1E",6.27,-0.07,5.66,8.46e-08,4.16e-06,"None","22843","protein phosphatase, Mg2+/Mn2+ dependent 1E","up",7.07262963696098
"NPTN",-2.78,1.59,-5.66,8.82e-08,4.3e-06,"--","27020","neuroplastin","down",7.05453141486818
"MCCC1",3.54,1.77,5.64,9.6e-08,4.64e-06,"None","56922","methylcrotonoyl-CoA carboxylase 1","up",7.01772876696043
"VIM",-5.39,6.07,-5.62,1.05e-07,5.01e-06,"None","7431","vimentin","down",6.97881070093006
"HM13",3.12,3.13,5.62,1.05e-07,5.01e-06,"None","81502","histocompatibility minor 13","up",6.97881070093006
"PDLIM2",-5.74,0.438,-5.61,1.09e-07,5.17e-06,"None","64236","PDZ and LIM domain 2","down",6.96257350205938
"DOCK10",3.59,-0.329,5.61,1.11e-07,5.18e-06,"None","55619","dedicator of cytokinesis 10","up",6.95467702121334
"RAB27A",-3.72,2.65,-5.6,1.12e-07,5.21e-06,"None","5873","RAB27A, member RAS oncogene family","down",6.95078197732982
"PRDX3",2.76,5.78,5.6,1.15e-07,5.32e-06,"None","10935","peroxiredoxin 3","up",6.93930215964639
"MDK",-7.05,-2.14,-5.59,1.21e-07,5.53e-06,"None","4192","midkine","down",6.91721462968355
"GUSB",-4.51,-0.00392,-5.58,1.23e-07,5.59e-06,"--","2990","glucuronidase beta","down",6.9100948885606
"RAVER1",-2.98,0.574,-5.58,1.27e-07,5.71e-06,"None","125950","ribonucleoprotein, PTB binding 1","down",6.89619627904404
"SMARCD1",-3.34,-0.456,-5.56,1.37e-07,6.12e-06,"--","6602","SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 1","down",6.86327943284359
"P4HTM",-5.65,-0.572,-5.56,1.38e-07,6.13e-06,"--","54681","prolyl 4-hydroxylase, transmembrane","down",6.86012091359876
"ATP2B4",-2.66,1.54,-5.55,1.45e-07,6.42e-06,"None","493","ATPase plasma membrane Ca2+ transporting 4","down",6.83863199776502
"SEPTIN9",-4.65,2.1,-5.55,1.48e-07,6.43e-06,"None","10801","septin 9","down",6.82973828460504
"MISP",-7.87,-0.563,-5.55,1.48e-07,6.43e-06,"None","126353","mitotic spindle positioning","down",6.82973828460504
"CTSB",-4.28,4.06,-5.54,1.5e-07,6.47e-06,"--","1508","cathepsin B","down",6.82390874094432
"IRF6",-5.17,-0.84,-5.51,1.77e-07,7.55e-06,"None","3664","interferon regulatory factor 6","down",6.75202673363819
"RAB13",-2.61,1.07,-5.51,1.77e-07,7.55e-06,"None","5872","RAB13, member RAS oncogene family","down",6.75202673363819
"H1-10",-4.86,2.27,-5.46,2.24e-07,9.48e-06,"None","8971","H1.10 linker histone","down",6.64975198166584
"BAX",-4.04,2.79,-5.45,2.29e-07,9.64e-06,"--","581","BCL2 associated X, apoptosis regulator","down",6.64016451766011
"ALDH4A1",3.91,1.24,5.45,2.34e-07,9.76e-06,"None","8659","aldehyde dehydrogenase 4 family member A1","up",6.63078414258986
"MAP7D2",-5.28,0.199,-5.44,2.36e-07,9.79e-06,"None","256714","MAP7 domain containing 2","down",6.62708799702989
"CASR",5.72,1.26,5.43,2.52e-07,1.03e-05,"Endocrine","846","calcium sensing receptor","up",6.59859945921846
"HADH",7.28,6.25,5.43,2.54e-07,1.03e-05,"Endocrine","3033","hydroxyacyl-CoA dehydrogenase","up",6.59516628338006
"CLIP2",-2.85,1.25,-5.43,2.54e-07,1.03e-05,"None","7461","CAP-Gly domain containing linker protein 2","down",6.59516628338006
"SRSF12",-4.56,-1.25,-5.42,2.59e-07,1.04e-05,"None","135295","serine and arginine rich splicing factor 12","down",6.58670023591875
"HSD17B8",3.01,3.59,5.42,2.62e-07,1.05e-05,"None","7923","hydroxysteroid 17-beta dehydrogenase 8","up",6.58169870868025
"AP3B2",-5.01,0.308,-5.42,2.63e-07,1.05e-05,"None","8120","adaptor related protein complex 3 subunit beta 2","down",6.58004425151024
"CCDC86",-3.83,0.702,-5.4,2.85e-07,1.13e-05,"--","79080","coiled-coil domain containing 86","down",6.54515513999149
"SORD",-4.26,2.98,-5.4,2.93e-07,1.15e-05,"None","6652","sorbitol dehydrogenase","down",6.53313237964589
"GLRX",-7.4,-0.145,-5.38,3.24e-07,1.26e-05,"None","2745","glutaredoxin","down",6.48945498979339
"VLDLR",-4.14,-0.42,-5.36,3.41e-07,1.33e-05,"--","7436","very low density lipoprotein receptor","down",6.4672456210075
"FUS",-3.4,3.06,-5.34,3.76e-07,1.45e-05,"--","2521","FUS RNA binding protein","down",6.42481215507234
"VWA5A",-4.33,2.97,-5.34,3.81e-07,1.46e-05,"--","4013","von Willebrand factor A domain containing 5A","down",6.41907502432438
"SIPA1L3",-4.12,0.623,-5.32,4.21e-07,1.61e-05,"None","23094","signal induced proliferation associated 1 like 3","down",6.37571790416433
"PDZK1",-5.34,0.658,-5.31,4.35e-07,1.65e-05,"None","5174","PDZ domain containing 1","down",6.36151074304536
"SCG5",-8.5,3,-5.3,4.47e-07,1.68e-05,"None","6447","secretogranin V","down",6.34969247686806
"STXBP6",-3.41,-0.476,-5.29,4.78e-07,1.79e-05,"Non-endocrine","29091","syntaxin binding protein 6","down",6.32057210338788
"ZNF326",-2.76,1.27,-5.28,5.08e-07,1.89e-05,"None","284695","zinc finger protein 326","down",6.29413628771608
"CPT2",3.31,2.32,5.27,5.25e-07,1.94e-05,"--","1376","carnitine palmitoyltransferase 2","up",6.27984069659404
"AGFG2",-4.35,-0.303,-5.27,5.33e-07,1.96e-05,"None","3268","ArfGAP with FG repeats 2","down",6.27327279097343
"STAT5B",-2.68,1.54,-5.2,7.3e-07,2.67e-05,"None","6777","signal transducer and activator of transcription 5B","down",6.13667713987954
"PLS1",-3.51,1.35,-5.19,7.55e-07,2.74e-05,"None","5357","plastin 1","down",6.12205304837081
"UBE2I",-2.83,1.68,-5.18,7.88e-07,2.84e-05,"--","7329","ubiquitin conjugating enzyme E2 I","down",6.10347378251045
"ZFYVE16",-3.36,-0.461,-5.17,8.1e-07,2.91e-05,"None","9765","zinc finger FYVE-type containing 16","down",6.09151498112135
"LDB1",-3.4,-0.455,-5.17,8.34e-07,2.98e-05,"--","8861","LIM domain binding 1","down",6.07883394936226
"CPNE8",-3.98,-1.44,-5.14,9.41e-07,3.33e-05,"None","144402","copine 8","down",6.02641037657274
"BCKDK",2.51,0.868,5.14,9.44e-07,3.33e-05,"None","10295","branched chain keto acid dehydrogenase kinase","up",6.02502800570193
"ECHS1",3.49,3.51,5.12,1.01e-06,3.54e-05,"--","1892","enoyl-CoA hydratase, short chain 1","up",5.99567862621736
"MACROH2A1",-3.09,5.72,-5.12,1.02e-06,3.54e-05,"None","9555","macroH2A.1 histone","down",5.99139982823808
"TDP2",-3.83,-0.394,-5.12,1.04e-06,3.6e-05,"--","51567","tyrosyl-DNA phosphodiesterase 2","down",5.98296666070122
"FABP5",-6.19,3.42,-5.11,1.08e-06,3.72e-05,"None","2171","fatty acid binding protein 5","down",5.96657624451305
"OTUB1",-2.61,3.68,-5.1,1.12e-06,3.85e-05,"--","55611","OTU deubiquitinase, ubiquitin aldehyde binding 1","down",5.95078197732982
"AKAP12",-4.96,0.777,-5.09,1.18e-06,4.03e-05,"None","9590","A-kinase anchoring protein 12","down",5.92811799269387
"PAPPA2",-5.54,-0.876,-5.08,1.23e-06,4.18e-05,"None","60676","pappalysin 2","down",5.9100948885606
"PGM2",3.11,2.19,5.08,1.24e-06,4.19e-05,"None","55276","phosphoglucomutase 2","up",5.90657831483777
"ARG2",10.5,0.298,5.06,1.33e-06,4.46e-05,"None","384","arginase 2","up",5.87614835903291
"SSBP2",-4.91,-0.484,-5.06,1.34e-06,4.47e-05,"None","23635","single stranded DNA binding protein 2","down",5.87289520163519
"PDHA1",2.54,3.37,5.05,1.41e-06,4.68e-05,"--","5160","pyruvate dehydrogenase E1 subunit alpha 1","up",5.85078088734462
"COQ3",3.18,-0.507,5.04,1.43e-06,4.72e-05,"None","51805","coenzyme Q3, methyltransferase","up",5.84466396253494
"PPP1R9B",-2.86,0.168,-5.04,1.47e-06,4.82e-05,"--","84687","protein phosphatase 1 regulatory subunit 9B","down",5.83268266525182
"NAT14",-3.6,0.635,-5.02,1.57e-06,5.12e-05,"None","57106","N-acetyltransferase 14 (putative)","down",5.80410034759077
"PTPN9",-2.48,-0.158,-5.02,1.59e-06,5.18e-05,"--","5780","protein tyrosine phosphatase non-receptor type 9","down",5.79860287567955
"BRD3",-2.46,0.0166,-5.02,1.61e-06,5.19e-05,"--","8019","bromodomain containing 3","down",5.79317412396815
"PSPC1",-2.56,1.94,-5.01,1.63e-06,5.25e-05,"--","55269","paraspeckle component 1","down",5.78781239559604
"HSD17B7",2.55,1.13,5.01,1.67e-06,5.32e-05,"None","51478","hydroxysteroid 17-beta dehydrogenase 7","up",5.77728352885242
"SMPD2",-3.76,-1.46,-5.01,1.67e-06,5.32e-05,"--","6610","sphingomyelin phosphodiesterase 2","down",5.77728352885242
"NENF",-4.84,2.54,-5,1.71e-06,5.42e-05,"None","29937","neudesin neurotrophic factor","down",5.76700388960785
"CUL4B",-2.76,1.32,-5,1.73e-06,5.44e-05,"--","8450","cullin 4B","down",5.7619538968712
"DCPS",-2.81,2.8,-5,1.74e-06,5.45e-05,"--","28960","decapping enzyme, scavenger","down",5.7594507517174
"SNRNP70",-2.49,2.55,-4.99,1.85e-06,5.75e-05,"--","6625","small nuclear ribonucleoprotein U1 subunit 70","down",5.73282827159699
"SLTM",-2.57,1.16,-4.96,2.07e-06,6.41e-05,"--","79811","SAFB like transcription modulator","down",5.68402965454308
"TARS2",2.6,0.3,4.95,2.17e-06,6.7e-05,"--","80222","threonyl-tRNA synthetase 2, mitochondrial","up",5.66354026615147
"PPM1G",-2.62,1.32,-4.94,2.22e-06,6.8e-05,"--","5496","protein phosphatase, Mg2+/Mn2+ dependent 1G","down",5.65364702554936
"MTIF2",2.66,-0.221,4.94,2.29e-06,7.01e-05,"--","4528","mitochondrial translational initiation factor 2","up",5.64016451766011
"RAP1GAP",-4.04,-0.445,-4.93,2.32e-06,7.03e-05,"None","5909","RAP1 GTPase activating protein","down",5.6345120151091
"CALB2",4.52,-1.92,4.93,2.32e-06,7.03e-05,"None","794","calbindin 2","up",5.6345120151091
"BCKDHA",2.37,2.28,4.93,2.4e-06,7.21e-05,"None","593","branched chain keto acid dehydrogenase E1 subunit alpha","up",5.61978875828839
"SERPINE2",-5.41,1.31,-4.92,2.46e-06,7.35e-05,"None","5270","serpin family E member 2","down",5.60906489289662
"TMEM9",-4.43,0.256,-4.92,2.47e-06,7.35e-05,"--","252839","transmembrane protein 9","down",5.60730304674033
"NACAD",-5.4,-2.08,-4.9,2.69e-06,7.95e-05,"None","23148","NAC alpha domain containing","down",5.57024771999759
"SEPTIN6",-4.8,-0.294,-4.9,2.69e-06,7.95e-05,"None","23157","septin 6","down",5.57024771999759
"TJP2",-5.02,0.886,-4.9,2.71e-06,7.97e-05,"None","9414","tight junction protein 2","down",5.56703070912559
"FLYWCH2",-4.81,0.0942,-4.9,2.73e-06,7.97e-05,"--","114984","FLYWCH family member 2","down",5.56383735295924
"HSDL2",2.48,2.21,4.89,2.75e-06,7.99e-05,"None","84263","hydroxysteroid dehydrogenase like 2","up",5.56066730616974
"DDC",-6.77,1.23,-4.89,2.76e-06,7.99e-05,"None","1644","dopa decarboxylase","down",5.55909091793478
