"Feature","Coefficient","Average level","T_statistic","P_value","Adjusted p_value","Associated proportions","Gene_ID","Description","sig","negLogPval"
"BHLHA15",6.3,3.66,4.65,1.09e-05,0.00244,"Non-endocrine","168620","basic helix-loop-helix family member a15","up",4.96257350205938
"CLMN",2.15,5.53,4.64,1.15e-05,0.0025,"Non-endocrine","79789","calmin","up",4.93930215964639
"SCGN",-3.07,9.18,-4.63,1.17e-05,0.0025,"Endocrine","10590","secretagogin, EF-hand calcium binding protein","down",4.93181413825384
"LGI2",4.99,1.85,4.63,1.19e-05,0.0025,"Non-endocrine","55203","leucine rich repeat LGI family member 2","up",4.92445303860747
"BICDL2",5.78,3.68,4.62,1.22e-05,0.0025,"Non-endocrine","146439","BICD family like cargo adaptor 2","up",4.91364016932525
"CCNO",5.78,0.634,4.63,1.24e-05,0.0025,"Non-endocrine","10309","cyclin O","up",4.90657831483777
"GPR161",3.67,2.41,4.62,1.25e-05,0.0025,"Non-endocrine","23432","G protein-coupled receptor 161","up",4.90308998699194
"HUNK",4.01,2.33,4.61,1.26e-05,0.0025,"Non-endocrine","30811","hormonally up-regulated Neu-associated kinase","up",4.89962945488244
"RGS19",3.12,1.06,4.61,1.29e-05,0.0025,"Non-endocrine","10287","regulator of G protein signaling 19","up",4.88941028970075
"SLC2A10",2.75,3.22,4.61,1.29e-05,0.0025,"Non-endocrine","81031","solute carrier family 2 member 10","up",4.88941028970075
"SLC39A5",6.93,5,4.61,1.3e-05,0.0025,"Non-endocrine","283375","solute carrier family 39 member 5","up",4.88605664769316
"SLC38A3",5.31,3.02,4.6,1.31e-05,0.0025,"Non-endocrine","10991","solute carrier family 38 member 3","up",4.88272870434424
"FLT3",5.83,0.92,4.6,1.33e-05,0.0025,"Non-endocrine","2322","fms related receptor tyrosine kinase 3","up",4.87614835903291
"OLFM2",-2.74,5.8,-4.59,1.37e-05,0.00254,"Endocrine","93145","olfactomedin 2","down",4.86327943284359
"PTPN14",3.39,2.91,4.58,1.43e-05,0.00254,"Non-endocrine","5784","protein tyrosine phosphatase non-receptor type 14","up",4.84466396253494
"CTRB1",7.06,11.1,4.58,1.45e-05,0.00254,"Non-endocrine","1504","chymotrypsinogen B1","up",4.83863199776502
"DEFB1",7.03,3.89,4.57,1.47e-05,0.00254,"Non-endocrine","1672","defensin beta 1","up",4.83268266525182
"SLA",6.27,-1.19,4.62,1.49e-05,0.00254,"Non-endocrine","6503","Src like adaptor","up",4.82681373158773
"TCIRG1",4.26,5.07,4.57,1.5e-05,0.00254,"Non-endocrine","10312","T cell immune regulator 1, ATPase H+ transporting V0 subunit a3","up",4.82390874094432
"RGMA",4.01,2.38,4.57,1.5e-05,0.00254,"Non-endocrine","56963","repulsive guidance molecule BMP co-receptor a","up",4.82390874094432
"DPP6",-2.59,6.95,-4.57,1.52e-05,0.00254,"Endocrine","1804","dipeptidyl peptidase like 6","down",4.81815641205523
"SLC12A4",2.31,4.27,4.57,1.52e-05,0.00254,"Non-endocrine","6560","solute carrier family 12 member 4","up",4.81815641205523
"PACSIN2",2.52,6.34,4.56,1.55e-05,0.00254,"Non-endocrine","11252","protein kinase C and casein kinase substrate in neurons 2","up",4.80966830182971
"LOC102724488",5.18,-0.827,4.57,1.59e-05,0.00254,"Non-endocrine","102724488","synaptotagmin-15","up",4.79860287567955
"IGFBP2",3.87,6.66,4.54,1.66e-05,0.00254,"Non-endocrine","3485","insulin like growth factor binding protein 2","up",4.77989191195995
"HABP2",5.05,3.21,4.54,1.67e-05,0.00254,"Non-endocrine","3026","hyaluronan binding protein 2","up",4.77728352885242
"SPTBN4",-2.4,6.1,-4.54,1.67e-05,0.00254,"Endocrine","57731","spectrin beta, non-erythrocytic 4","down",4.77728352885242
"IL22RA1",7.23,4.23,4.54,1.68e-05,0.00254,"Non-endocrine","58985","interleukin 22 receptor subunit alpha 1","up",4.77469071827414
"VANGL1",4.01,2.61,4.54,1.68e-05,0.00254,"Non-endocrine","81839","VANGL planar cell polarity protein 1","up",4.77469071827414
"SPX",7.21,2.56,4.54,1.71e-05,0.00254,"Non-endocrine","80763","spexin hormone","up",4.76700388960785
"PNMA2",-2.47,7.21,-4.53,1.73e-05,0.00254,"Endocrine","10687","PNMA family member 2","down",4.7619538968712
"SPSB4",5.63,1.05,4.54,1.73e-05,0.00254,"Non-endocrine","92369","splA/ryanodine receptor domain and SOCS box containing 4","up",4.7619538968712
"KCNK6",3.23,3.59,4.53,1.73e-05,0.00254,"Non-endocrine","9424","potassium two pore domain channel subfamily K member 6","up",4.7619538968712
"RCC1",3.34,2.76,4.53,1.74e-05,0.00254,"Non-endocrine","1104","regulator of chromosome condensation 1","up",4.7594507517174
"MAP3K5",2.45,4.77,4.52,1.78e-05,0.00254,"Non-endocrine","4217","mitogen-activated protein kinase kinase kinase 5","up",4.74957999769111
"MTUS2",-2.71,5.84,-4.52,1.79e-05,0.00254,"Endocrine","23281","microtubule associated scaffold protein 2","down",4.74714696902011
"RNASE1",6.77,6.17,4.52,1.79e-05,0.00254,"Non-endocrine","6035","ribonuclease A family member 1, pancreatic","up",4.74714696902011
"ADAMTS17",3.84,1.18,4.52,1.8e-05,0.00254,"Non-endocrine","170691","ADAM metallopeptidase with thrombospondin type 1 motif 17","up",4.74472749489669
"ATP1B2",-3.47,3.95,-4.52,1.81e-05,0.00254,"Endocrine","482","ATPase Na+/K+ transporting subunit beta 2","down",4.74232142513082
"GDF15",4.82,4.22,4.51,1.86e-05,0.00259,"Non-endocrine","9518","growth differentiation factor 15","up",4.73048705578208
"PLAAT5",6.4,0.368,4.5,1.97e-05,0.0027,"Non-endocrine","117245","phospholipase A and acyltransferase 5","up",4.70553377383841
"TMEM74",-4.84,-0.0707,-4.5,1.99e-05,0.0027,"Endocrine","157753","transmembrane protein 74","down",4.70114692359029
"GPRASP1",-2.53,7.17,-4.49,2e-05,0.0027,"Endocrine","9737","G protein-coupled receptor associated sorting protein 1","down",4.69897000433602
"COL4A4",3.51,2.05,4.49,2.06e-05,0.00274,"Non-endocrine","1286","collagen type IV alpha 4 chain","up",4.68613277963085
"SNTB1",5.28,3.03,4.49,2.07e-05,0.00274,"Non-endocrine","6641","syntrophin beta 1","up",4.68402965454308
"CDH22",-3.42,6.15,-4.48,2.13e-05,0.0028,"Endocrine","64405","cadherin 22","down",4.67162039656126
"SYT13",-3.07,8.57,-4.48,2.16e-05,0.0028,"Endocrine","57586","synaptotagmin 13","down",4.66554624884907
"CNN3",2.61,6.05,4.47,2.2e-05,0.00283,"Non-endocrine","1266","calponin 3","up",4.65757731917779
"GATA6",2.99,5.17,4.47,2.22e-05,0.00284,"Non-endocrine","2627","GATA binding protein 6","up",4.65364702554936
"CLCN6",-2.24,5.3,-4.46,2.25e-05,0.00285,"Endocrine","1185","chloride voltage-gated channel 6","down",4.64781748188864
"TPRN",3.69,4.56,4.45,2.4e-05,0.00301,"Non-endocrine","286262","taperin","up",4.61978875828839
"DPEP1",4.85,5.47,4.44,2.44e-05,0.00304,"Non-endocrine","1800","dipeptidase 1","up",4.61261017366127
"WDR35",-2.1,5.12,-4.44,2.52e-05,0.00311,"Endocrine","57539","WD repeat domain 35","down",4.59859945921846
"RHOV",5.36,1.95,4.43,2.64e-05,0.00322,"Non-endocrine","171177","ras homolog family member V","up",4.57839607313017
"ADCYAP1",-3.51,7.5,-4.42,2.7e-05,0.00327,"Endocrine","116","adenylate cyclase activating polypeptide 1","down",4.56863623584101
"HCN4",-3.32,2.79,-4.41,2.73e-05,0.00328,"Endocrine","10021","hyperpolarization activated cyclic nucleotide gated potassium channel 4","down",4.56383735295924
"MRGPRE",-5.51,1.34,-4.41,2.75e-05,0.00328,"Endocrine","116534","MAS related GPR family member E","down",4.56066730616974
"PAQR5",5.34,1.71,4.41,2.77e-05,0.00328,"Non-endocrine","54852","progestin and adipoQ receptor family member 5","up",4.55752023093555
"CPA2",7.29,10.9,4.41,2.82e-05,0.00331,"Non-endocrine","1358","carboxypeptidase A2","up",4.54975089168064
"NPC1L1",-3.63,4.63,-4.4,2.9e-05,0.00332,"Endocrine","29881","NPC1 like intracellular cholesterol transporter 1","down",4.53760200210104
"ID3",5.6,3.78,4.4,2.9e-05,0.00332,"Non-endocrine","3399","inhibitor of DNA binding 3, HLH protein","up",4.53760200210104
"SPINK1",7.14,9.26,4.4,2.92e-05,0.00332,"Non-endocrine","6690","serine peptidase inhibitor Kazal type 1","up",4.53461714855158
"MOCOS",4.19,0.051,4.41,2.93e-05,0.00332,"Non-endocrine","55034","molybdenum cofactor sulfurase","up",4.53313237964589
"CCDC141",4.72,1.56,4.39,2.95e-05,0.00332,"Non-endocrine","285025","coiled-coil domain containing 141","up",4.53017798402184
"IFFO2",3.21,5.2,4.39,3.01e-05,0.00335,"Non-endocrine","126917","intermediate filament family orphan 2","up",4.52143350440616
"REG1A",7.61,11.7,4.39,3.02e-05,0.00335,"Non-endocrine","5967","regenerating family member 1 alpha","up",4.51999305704285
"PDE4A",3.27,3,4.38,3.14e-05,0.00346,"Non-endocrine","5141","phosphodiesterase 4A","up",4.50307035192678
"TGIF2",2.87,3.14,4.37,3.17e-05,0.00346,"Non-endocrine","60436","TGFB induced factor homeobox 2","up",4.49894073778225
"DOK7",4.88,0.495,4.37,3.23e-05,0.00347,"Non-endocrine","285489","docking protein 7","up",4.4907974776689
"CPEB1",-2.36,2.72,-4.37,3.25e-05,0.00347,"Endocrine","64506","cytoplasmic polyadenylation element binding protein 1","down",4.48811663902113
"TRIM5",4.06,2.12,4.37,3.25e-05,0.00347,"Non-endocrine","85363","tripartite motif containing 5","up",4.48811663902113
"DDIT4",3.63,4.74,4.36,3.41e-05,0.00361,"Non-endocrine","54541","DNA damage inducible transcript 4","up",4.4672456210075
"CPM",3.46,3.85,4.35,3.45e-05,0.00361,"Non-endocrine","1368","carboxypeptidase M","up",4.46218090492673
"CRAT",2.35,5.43,4.35,3.45e-05,0.00361,"Non-endocrine","1384","carnitine O-acetyltransferase","up",4.46218090492673
"CDCA7L",5.5,1.84,4.35,3.49e-05,0.00362,"Non-endocrine","55536","cell division cycle associated 7 like","up",4.45717457304082
"SNAP91",-2.5,5.37,-4.34,3.58e-05,0.00369,"Endocrine","9892","synaptosome associated protein 91","down",4.44611697335613
"NKD2",3.23,0.805,4.34,3.67e-05,0.00375,"Non-endocrine","85409","NKD inhibitor of WNT signaling pathway 2","up",4.43533393574791
"TEAD2",3.69,2.43,4.33,3.78e-05,0.00383,"Non-endocrine","8463","TEA domain transcription factor 2","up",4.42250820016277
"CPA1",7.85,12.9,4.33,3.81e-05,0.00384,"Non-endocrine","1357","carboxypeptidase A1","up",4.41907502432438
"PLCB4",-2.68,6.18,-4.32,3.84e-05,0.00385,"Endocrine","5332","phospholipase C beta 4","down",4.41566877563247
"SLC16A7",3.71,3.85,4.32,3.94e-05,0.00391,"Non-endocrine","9194","solute carrier family 16 member 7","up",4.40450377817443
"MYO3A",-2.22,5.73,-4.31,4.01e-05,0.00396,"Endocrine","53904","myosin IIIA","down",4.39685562737982
"PHYHD1",4.97,2.39,4.31,4.04e-05,0.00396,"Non-endocrine","254295","phytanoyl-CoA dioxygenase domain containing 1","up",4.3936186348894
"NFIB",3.65,4.16,4.31,4.13e-05,0.004,"Non-endocrine","4781","nuclear factor I B","up",4.3840499483436
"EPHB6",3.87,3.92,4.3,4.14e-05,0.004,"Non-endocrine","2051","EPH receptor B6","up",4.3829996588791
"KLK1",7.24,7.57,4.3,4.17e-05,0.00401,"Non-endocrine","3816","kallikrein 1","up",4.37986394502624
"GJC3",4.48,0.655,4.3,4.22e-05,0.00402,"Non-endocrine","349149","gap junction protein gamma 3","up",4.37468754903833
"SEL1L3",2.85,4.82,4.3,4.26e-05,0.00402,"Non-endocrine","23231","SEL1L family member 3","up",4.37059040089728
"TEAD3",2.9,2.67,4.3,4.27e-05,0.00402,"Non-endocrine","7005","TEA domain transcription factor 3","up",4.36957212497498
"CRMP1",-2.24,6.83,-4.29,4.3e-05,0.00402,"Endocrine","1400","collapsin response mediator protein 1","down",4.36653154442041
"CNN2",3.83,4.06,4.29,4.35e-05,0.00404,"Non-endocrine","1265","calponin 2","up",4.36151074304536
"LAPTM5",3.46,2.58,4.29,4.43e-05,0.00406,"Non-endocrine","7805","lysosomal protein transmembrane 5","up",4.35359627377693
"TMEM63A",4.29,3.81,4.28,4.53e-05,0.00406,"Non-endocrine","9725","transmembrane protein 63A","up",4.34390179798717
"TMPRSS6",-3.32,4.43,-4.28,4.54e-05,0.00406,"Endocrine","164656","transmembrane serine protease 6","down",4.3429441471429
"FAM117A",-1.83,5.36,-4.28,4.56e-05,0.00406,"Endocrine","81558","family with sequence similarity 117 member A","down",4.34103515733556
"A2M",3.11,6.8,4.28,4.6e-05,0.00406,"Non-endocrine","2","alpha-2-macroglobulin","up",4.33724216831843
"SHMT2",2.58,5.08,4.28,4.62e-05,0.00406,"Non-endocrine","6472","serine hydroxymethyltransferase 2","up",4.33535802444387
"ALDH1A2",4.7,0.763,4.28,4.62e-05,0.00406,"Non-endocrine","8854","aldehyde dehydrogenase 1 family member A2","up",4.33535802444387
"MCC",-2.08,5.52,-4.27,4.7e-05,0.00406,"Endocrine","4163","MCC regulator of WNT signaling pathway","down",4.32790214206428
"MORC4",2.1,3.73,4.27,4.71e-05,0.00406,"Non-endocrine","79710","MORC family CW-type zinc finger 4","up",4.3269790928711
"EXT1",2.39,4.81,4.27,4.73e-05,0.00406,"Non-endocrine","2131","exostosin glycosyltransferase 1","up",4.32513885926219
"MGST1",4.73,3.44,4.27,4.76e-05,0.00406,"Non-endocrine","4257","microsomal glutathione S-transferase 1","up",4.32239304727951
"SERPINA5",5.65,5.4,4.27,4.77e-05,0.00406,"Non-endocrine","5104","serpin family A member 5","up",4.32148162095989
"FGFRL1",4.24,3.26,4.27,4.78e-05,0.00406,"Non-endocrine","53834","fibroblast growth factor receptor like 1","up",4.32057210338788
"PIP5K1B",3.39,1.91,4.27,4.78e-05,0.00406,"Non-endocrine","8395","phosphatidylinositol-4-phosphate 5-kinase type 1 beta","up",4.32057210338788
"SLC19A1",3.38,1.35,4.26,4.81e-05,0.00406,"Non-endocrine","6573","solute carrier family 19 member 1","up",4.31785492362617
"ATP8B1",4.09,4.54,4.26,4.82e-05,0.00406,"Non-endocrine","5205","ATPase phospholipid transporting 8B1","up",4.31695296176115
"BCL2L15",4.1,1.99,4.26,4.85e-05,0.00406,"Non-endocrine","440603","BCL2 like 15","up",4.31425826139774
"PLA2G1B",7.09,10.2,4.26,4.96e-05,0.00407,"Non-endocrine","5319","phospholipase A2 group IB","up",4.3045183235098
"IL32",5.51,5.35,4.26,4.98e-05,0.00407,"Non-endocrine","9235","interleukin 32","up",4.30277065724028
"EPHB4",3.47,3.67,4.25,4.99e-05,0.00407,"Non-endocrine","2050","EPH receptor B4","up",4.30189945437661
"SFRP5",5.49,5,4.25,4.99e-05,0.00407,"Non-endocrine","6425","secreted frizzled related protein 5","up",4.30189945437661
"AZGP1",5.76,5.86,4.25,5.01e-05,0.00407,"Non-endocrine","563","alpha-2-glycoprotein 1, zinc-binding","up",4.30016227413275
"LRMP",5.46,2.4,4.25,5.11e-05,0.0041,"Non-endocrine","4033","lymphoid restricted membrane protein","up",4.29157909986529
"RRS1",2.74,3.37,4.25,5.12e-05,0.0041,"Non-endocrine","23212","ribosome biogenesis regulator 1 homolog","up",4.29073003902417
"ABCC8",-3.22,9.74,-4.25,5.13e-05,0.0041,"Endocrine","6833","ATP binding cassette subfamily C member 8","down",4.28988263488818
"EPB41L4B",2.92,6.68,4.24,5.22e-05,0.00415,"Non-endocrine","54566","erythrocyte membrane protein band 4.1 like 4B","up",4.28232949699774
"CADPS2",2.96,3.93,4.24,5.31e-05,0.00416,"Non-endocrine","93664","calcium dependent secretion activator 2","up",4.27490547891853
"SLC34A3",-5.2,-0.14,-4.24,5.33e-05,0.00416,"Endocrine","142680","solute carrier family 34 member 3","down",4.27327279097343
"USP11",-1.78,6.98,-4.24,5.34e-05,0.00416,"Endocrine","8237","ubiquitin specific peptidase 11","down",4.27245874297144
"ESR1",-3.11,4.07,-4.24,5.35e-05,0.00416,"Endocrine","2099","estrogen receptor 1","down",4.27164621797877
"GGT1",4.41,1.33,4.24,5.41e-05,0.00418,"Non-endocrine","2678","gamma-glutamyltransferase 1","up",4.26680273489343
"RNF144A",4.38,4.01,4.22,5.58e-05,0.00429,"Non-endocrine","9781","ring finger protein 144A","up",4.25336580106242
"UGT2A3",4.7,3.93,4.21,5.79e-05,0.00443,"Non-endocrine","79799","UDP glucuronosyltransferase family 2 member A3","up",4.23732143627256
"PRR15",3.87,0.813,4.21,5.82e-05,0.00443,"Non-endocrine","222171","proline rich 15","up",4.23507701535011
"CUZD1",8.41,4.1,4.22,5.91e-05,0.00444,"Non-endocrine","50624","CUB and zona pellucida like domains 1","up",4.22841251911874
"LARGE1",2.19,3.12,4.21,5.93e-05,0.00444,"Non-endocrine","9215","LARGE xylosyl- and glucuronyltransferase 1","up",4.22694530663574
"PRSS16",4.02,2.18,4.21,5.95e-05,0.00444,"Non-endocrine","10279","serine protease 16","up",4.22548303427145
"RAMP1",4.39,3.71,4.21,5.96e-05,0.00444,"Non-endocrine","10267","receptor activity modifying protein 1","up",4.22475374025976
"GATM",7.09,7.85,4.2,6.01e-05,0.00446,"Non-endocrine","2628","glycine amidinotransferase","up",4.22112552799726
"OSR2",4.01,1.5,4.2,6.06e-05,0.00447,"Non-endocrine","116039","odd-skipped related transciption factor 2","up",4.21752737583371
"TMEM102",3.4,0.802,4.2,6.09e-05,0.00447,"Non-endocrine","284114","transmembrane protein 102","up",4.21538270736712
"LNX2",2.27,4.48,4.2,6.12e-05,0.00447,"Non-endocrine","222484","ligand of numb-protein X 2","up",4.21324857785444
"RARRES2",5.06,5.19,4.19,6.25e-05,0.00454,"Non-endocrine","5919","retinoic acid receptor responder 2","up",4.20411998265593
"KCNQ1",4.58,4.53,4.19,6.36e-05,0.00458,"Non-endocrine","3784","potassium voltage-gated channel subfamily Q member 1","up",4.19654288435159
"SLC6A17",-2.89,6.49,-4.19,6.37e-05,0.00458,"Endocrine","388662","solute carrier family 6 member 17","down",4.19586056766465
"STXBP1",-2.03,7.45,-4.19,6.41e-05,0.00458,"Endocrine","6812","syntaxin binding protein 1","down",4.19314197048118
"ZNF704",4.43,3.86,4.18,6.48e-05,0.00458,"Non-endocrine","619279","zinc finger protein 704","up",4.18842499412941
"IGSF1",-3.13,4.71,-4.18,6.53e-05,0.00458,"Endocrine","3547","immunoglobulin superfamily member 1","down",4.18508681872493
"TXNIP",3.73,7.25,4.18,6.54e-05,0.00458,"Non-endocrine","10628","thioredoxin interacting protein","up",4.18442225167573
"GMDS",2.18,3.76,4.18,6.54e-05,0.00458,"Non-endocrine","2762","GDP-mannose 4,6-dehydratase","up",4.18442225167573
"UBQLN4",1.93,4.27,4.18,6.56e-05,0.00458,"Non-endocrine","56893","ubiquilin 4","up",4.18309616062434
"UNC80",-2.91,6.71,-4.18,6.69e-05,0.00462,"Endocrine","285175","unc-80 homolog, NALCN channel complex subunit","down",4.17457388223218
"CPB1",7.99,12.2,4.17,6.74e-05,0.00462,"Non-endocrine","1360","carboxypeptidase B1","up",4.17134010346468
